,Class
0,8
1,10
2,1
3,9
4,6
5,6
6,10
7,7
8,9
9,9
10,10
11,5
12,10
13,9
14,2
15,6
16,3
17,10
18,1
19,4
20,6
21,6
22,9
23,6
24,10
25,0
26,1
27,1
28,10
29,9
30,5
31,1
32,10
33,8
34,5
35,6
36,3
37,6
38,2
39,9
40,0
41,5
42,0
43,5
44,3
45,5
46,10
47,10
48,9
49,9
50,10
51,4
52,6
53,5
54,8
55,9
56,9
57,5
58,5
59,10
60,9
61,10
62,6
63,9
64,3
65,2
66,4
67,3
68,9
69,9
70,0
71,5
72,5
73,9
74,10
75,0
76,5
77,5
78,5
79,9
80,0
81,9
82,10
83,9
84,10
85,6
86,9
87,7
88,4
89,6
90,8
91,10
92,6
93,9
94,9
95,3
96,9
97,5
98,5
99,2
100,4
101,3
102,10
103,3
104,6
105,10
106,10
107,2
108,7
109,7
110,0
111,9
112,6
113,5
114,5
115,6
116,10
117,10
118,1
119,8
120,3
121,9
122,9
123,10
124,6
125,3
126,5
127,10
128,3
129,10
130,0
131,9
132,9
133,9
134,0
135,6
136,0
137,9
138,4
139,8
140,9
141,10
142,9
143,0
144,0
145,10
146,4
147,2
148,3
149,5
150,4
151,8
152,9
153,3
154,9
155,9
156,9
157,6
158,0
159,10
160,2
161,5
162,7
163,3
164,9
165,10
166,10
167,3
168,5
169,2
170,5
171,1
172,6
173,3
174,9
175,5
176,5
177,0
178,9
179,4
180,6
181,6
182,5
183,5
184,6
185,9
186,10
187,8
188,3
189,3
190,5
191,9
192,9
193,5
194,10
195,3
196,10
197,9
198,6
199,9
200,5
201,9
202,8
203,3
204,4
205,5
206,6
207,6
208,7
209,5
210,10
211,9
212,0
213,5
214,10
215,9
216,6
217,5
218,6
219,10
220,9
221,3
222,9
223,9
224,3
225,6
226,5
227,5
228,8
229,5
230,8
231,8
232,8
233,6
234,10
235,10
236,9
237,3
238,6
239,10
240,4
241,9
242,6
243,0
244,9
245,7
246,6
247,6
248,9
249,9
250,5
251,5
252,1
253,4
254,1
255,6
256,10
257,9
258,9
259,2
260,0
261,10
262,9
263,9
264,9
265,10
266,6
267,1
268,6
269,6
270,9
271,3
272,2
273,10
274,5
275,5
276,9
277,9
278,0
279,6
280,3
281,1
282,9
283,10
284,5
285,9
286,3
287,9
288,9
289,5
290,9
291,10
292,8
293,5
294,2
295,5
296,9
297,5
298,8
299,9
300,5
301,9
302,0
303,9
304,10
305,6
306,9
307,9
308,6
309,9
310,3
311,5
312,9
313,3
314,10
315,9
316,1
317,9
318,8
319,0
320,1
321,10
322,6
323,10
324,10
325,6
326,10
327,4
328,7
329,8
330,4
331,9
332,3
333,10
334,3
335,5
336,6
337,3
338,10
339,6
340,10
341,6
342,4
343,9
344,9
345,9
346,5
347,9
348,0
349,5
350,10
351,3
352,10
353,9
354,5
355,8
356,10
357,4
358,3
359,9
360,10
361,3
362,3
363,9
364,2
365,0
366,5
367,5
368,6
369,9
370,6
371,9
372,10
373,6
374,9
375,4
376,6
377,9
378,9
379,10
380,9
381,6
382,9
383,3
384,5
385,5
386,0
387,5
388,5
389,9
390,3
391,9
392,6
393,3
394,7
395,10
396,9
397,6
398,3
399,10
400,4
401,10
402,9
403,10
404,4
405,0
406,9
407,9
408,10
409,5
410,10
411,0
412,9
413,1
