,Class
0,10
1,8
2,6
3,8
4,7
5,5
6,4
7,10
8,9
9,6
10,9
11,6
12,9
13,6
14,3
15,7
16,5
17,9
18,10
19,9
20,4
21,9
22,10
23,4
24,5
25,3
26,9
27,4
28,5
29,10
30,9
31,5
32,3
33,5
34,5
35,10
36,5
37,5
38,0
39,9
40,9
41,9
42,10
43,5
44,4
45,3
46,6
47,10
48,10
49,9
50,9
51,9
52,6
53,3
54,0
55,10
56,10
57,6
58,6
59,9
60,3
61,9
62,4
63,1
64,8
65,9
66,8
67,8
68,6
69,4
70,1
71,3
72,10
73,6
74,6
75,10
76,9
77,1
78,3
79,5
80,3
81,9
82,7
83,9
84,9
85,6
86,9
87,10
88,3
89,3
90,10
91,6
92,9
93,9
94,6
95,9
96,10
97,3
98,5
99,5
100,8
101,9
102,5
103,9
104,6
105,9
106,9
107,9
108,9
109,10
110,9
111,10
112,6
113,5
114,3
115,4
116,5
117,3
118,5
119,3
120,7
121,10
122,3
123,3
124,9
125,6
126,10
127,10
128,10
129,6
130,6
131,9
132,2
133,9
134,9
135,9
136,4
137,0
138,9
139,6
140,9
141,5
142,9
143,10
144,6
145,4
146,3
147,9
148,9
149,9
150,9
151,3
152,6
153,3
154,9
155,10
156,6
157,4
158,10
159,9
160,7
161,5
162,6
163,10
164,10
165,9
166,10
167,4
168,3
169,9
170,5
171,10
172,9
173,9
174,3
175,9
176,9
177,5
178,1
179,9
180,2
181,8
182,5
183,0
184,5
185,1
186,1
187,3
188,7
189,1
190,10
191,5
192,0
193,5
194,6
195,10
196,0
197,9
198,6
199,10
200,6
201,10
202,10
203,3
204,2
205,9
206,9
207,1
208,9
209,10
210,6
211,5
212,9
213,9
214,8
215,8
216,6
217,6
218,8
219,5
220,4
221,5
222,0
223,2
224,4
225,0
226,9
227,9
228,6
229,10
230,6
231,10
232,5
233,0
234,9
235,10
236,10
237,5
238,9
239,6
240,2
241,4
242,9
243,3
244,3
245,9
246,5
247,0
248,3
249,6
250,5
251,8
252,3
253,0
254,4
255,9
256,10
257,1
258,9
259,2
260,5
261,6
262,10
263,5
264,2
265,10
266,8
267,9
268,10
269,3
270,9
271,9
272,10
273,0
274,9
275,10
276,9
277,9
278,10
279,9
280,9
281,6
282,10
283,8
284,7
285,5
286,0
287,6
288,6
289,10
290,8
291,6
292,2
293,9
294,5
295,3
296,6
297,5
298,9
299,10
300,5
301,10
302,10
303,10
304,9
305,5
306,5
307,9
308,0
309,3
310,6
311,9
312,1
313,3
314,10
315,5
316,5
317,1
318,6
319,0
320,6
321,2
322,9
323,0
324,0
325,10
326,5
327,9
328,9
329,5
330,8
331,9
332,3
333,5
334,1
335,6
336,8
337,9
338,6
339,10
340,6
341,0
342,0
343,5
344,6
345,10
346,5
347,0
348,5
349,10
350,9
351,8
352,0
353,3
354,10
355,3
356,10
357,2
358,9
359,6
360,9
361,10
362,6
363,9
364,5
365,5
366,5
367,9
368,3
369,8
370,10
371,6
372,0
373,4
374,9
375,10
376,5
377,9
378,1
379,10
380,5
381,1
382,5
383,7
384,2
385,10
386,0
387,9
388,9
389,10
390,5
391,6
392,6
393,4
394,5
395,5
396,0
397,9
398,0
399,3
400,9
401,7
402,9
403,5
404,2
405,10
406,10
407,9
408,3
409,9
410,6
411,5
412,5
413,5
414,6
415,4
416,5
417,3
418,9
419,10
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,2
582,2
583,2
