,Class
0,2
1,0
2,9
3,7
4,5
5,10
6,0
7,1
8,10
9,6
10,5
11,3
12,5
13,9
14,3
15,6
16,10
17,9
18,0
19,9
20,9
21,9
22,9
23,3
24,0
25,9
26,4
27,0
28,5
29,3
30,10
31,8
32,9
33,10
34,0
35,9
36,2
37,3
38,4
39,4
40,10
41,1
42,6
43,6
44,3
45,9
46,10
47,9
48,6
49,1
50,10
51,4
52,9
53,3
54,5
55,9
56,5
57,0
58,9
59,4
60,9
61,7
62,5
63,0
64,9
65,7
66,5
67,1
68,6
69,10
70,10
71,9
72,10
73,5
74,9
75,9
76,3
77,5
78,5
79,6
80,5
81,2
82,6
83,9
84,9
85,6
86,6
87,6
88,3
89,3
90,6
91,6
92,4
93,1
94,10
95,9
96,9
97,9
98,5
99,10
100,5
101,9
102,2
103,10
104,5
105,9
106,3
107,10
108,10
109,10
110,9
111,8
112,4
113,3
114,5
115,10
116,10
117,3
118,5
119,5
120,8
121,2
122,5
123,2
124,9
125,5
126,9
127,10
128,5
129,0
130,9
131,7
132,8
133,10
134,3
135,6
136,10
137,4
138,6
139,5
140,5
141,5
142,6
143,3
144,9
145,6
146,7
147,10
148,10
149,10
150,9
151,5
152,10
153,10
154,2
155,7
156,6
157,0
158,8
159,5
160,10
161,3
162,5
163,9
164,4
165,3
166,5
167,6
168,9
169,9
170,9
171,6
172,10
173,9
174,6
175,5
176,1
177,0
178,10
179,6
180,8
181,10
182,4
183,6
184,10
185,9
186,5
187,3
188,1
189,9
190,10
191,9
192,9
193,9
194,3
195,8
196,6
197,3
198,5
199,10
200,3
201,9
202,6
203,0
204,3
205,1
206,9
207,7
208,4
209,6
210,9
211,6
212,2
213,0
214,8
215,9
216,0
217,9
218,5
219,10
220,6
221,10
222,5
223,3
224,5
225,6
226,0
227,8
228,9
229,10
230,4
231,9
232,3
233,3
234,5
235,5
236,9
237,10
238,10
239,6
240,5
241,9
242,9
243,5
244,9
245,9
246,2
247,6
248,9
249,6
250,10
251,6
252,10
253,9
254,5
255,5
256,3
257,5
258,8
259,7
260,0
261,5
262,0
263,0
264,2
265,0
266,6
267,6
268,5
269,0
270,1
271,6
272,6
273,6
274,9
275,8
276,10
277,9
278,9
279,8
280,9
281,10
282,1
283,9
284,6
285,10
286,9
287,2
288,5
289,5
290,4
291,0
292,3
293,9
294,10
295,3
296,10
297,9
298,9
299,6
300,6
301,8
302,3
303,0
304,6
305,10
306,9
307,9
308,0
309,8
310,9
311,4
312,10
313,9
314,3
315,4
316,10
317,10
318,5
319,9
320,6
321,10
322,9
323,6
324,9
325,4
326,10
327,5
328,9
329,6
330,10
331,9
332,9
333,8
334,10
335,9
336,0
337,6
338,6
339,9
340,10
341,9
342,9
343,10
344,5
345,2
346,6
347,10
348,9
349,5
350,5
351,3
352,3
353,9
354,5
355,9
356,10
357,9
358,4
359,3
360,9
361,8
362,5
363,9
364,3
365,5
366,9
367,9
368,9
369,0
370,9
371,9
372,5
373,9
374,5
375,5
376,10
377,9
378,10
379,5
380,9
381,9
382,3
383,1
384,7
385,1
386,9
387,9
388,4
389,8
390,10
391,8
392,5
393,9
394,6
395,3
396,6
397,10
398,6
399,10
400,6
401,5
402,10
403,5
404,10
405,3
406,10
407,3
408,10
409,4
410,1
411,5
412,1
413,3
414,10
415,9
416,6
417,5
418,9
419,6
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,2
595,2
596,2
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
608,2
609,2
610,2
611,2
612,2
613,2
614,2
615,2
616,2
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,2
637,2
638,2
639,2
640,2
641,2
642,2
643,2
644,2
645,2
646,2
647,2
648,2
649,2
650,2
651,2
652,2
653,2
654,2
655,2
656,2
657,2
658,2
659,2
660,2
661,2
662,2
663,2
664,2
665,2
666,2
667,2
668,2
669,2
670,3
671,3
672,3
673,3
674,3
675,3
676,3
677,3
678,3
679,3
680,3
681,3
682,3
683,3
684,3
685,3
686,3
687,3
688,3
689,3
690,3
691,3
692,3
693,3
694,3
695,3
696,3
697,3
698,3
699,3
700,3
701,3
702,3
703,3
704,3
705,3
706,3
707,3
708,3
709,3
710,3
711,3
712,3
713,3
714,3
715,3
716,3
717,3
718,3
719,3
720,3
721,3
722,3
723,3
724,3
725,3
726,4
727,4
728,4
729,4
730,4
731,4
732,4
733,4
734,4
735,4
736,4
737,4
738,4
739,4
740,4
741,4
742,4
743,4
744,4
745,4
746,4
747,4
748,4
749,4
750,4
751,4
752,4
753,4
754,4
755,4
756,4
757,4
758,4
759,4
760,4
761,4
762,4
763,4
764,4
765,4
766,4
767,4
768,4
769,4
770,4
771,4
772,4
773,4
774,4
775,4
776,4
777,4
778,4
779,4
780,4
781,4
782,4
783,4
784,4
785,4
786,4
787,4
788,4
789,4
790,4
791,4
792,4
793,4
794,4
795,4
796,4
797,4
798,4
799,4
800,4
801,5
802,5
803,5
804,5
805,5
806,5
807,5
808,5
809,5
810,5
811,5
812,5
813,5
814,5
815,5
816,5
817,5
818,5
819,5
820,5
821,5
822,5
823,5
824,5
825,5
826,5
827,5
828,5
829,5
830,5
831,5
832,5
833,5
834,5
835,5
836,5
837,5
838,5
839,5
840,5
841,5
842,5
843,5
844,5
845,5
846,5
847,5
848,5
849,5
850,5
851,5
852,6
853,6
854,6
855,6
856,6
857,6
858,6
859,6
860,6
861,6
862,6
863,6
864,6
865,6
866,6
867,6
868,6
869,6
870,6
871,6
872,6
873,6
874,6
875,6
876,6
877,6
878,6
879,6
880,6
881,6
882,6
883,6
884,6
885,6
886,6
887,6
888,6
889,6
890,6
891,6
892,6
893,6
894,6
895,6
896,6
897,6
898,6
899,6
900,7
901,7
902,7
903,7
904,7
905,7
906,7
907,7
908,7
909,7
910,7
911,7
912,7
913,7
914,7
915,7
916,7
917,7
918,7
919,7
920,7
921,7
922,7
923,7
924,7
925,7
926,7
927,7
928,7
929,7
930,7
931,7
932,7
933,7
934,7
935,7
936,7
937,7
938,7
939,7
940,7
941,7
942,7
943,7
944,7
945,7
946,7
947,7
948,7
949,7
950,7
951,7
952,7
953,7
954,7
955,7
956,7
957,7
958,7
959,7
960,7
961,7
962,7
963,7
964,7
965,7
966,7
967,7
968,7
969,7
970,7
971,7
972,7
973,7
974,7
975,7
976,7
977,7
978,7
979,7
980,7
981,7
982,7
983,7
984,7
985,7
986,7
987,7
988,7
989,7
990,7
991,8
992,8
993,8
994,8
995,8
996,8
997,8
998,8
999,8
1000,8
1001,8
1002,8
1003,8
1004,8
1005,8
1006,8
1007,8
1008,8
1009,8
1010,8
1011,8
1012,8
1013,8
1014,8
1015,8
1016,8
1017,8
1018,8
1019,8
1020,8
1021,8
1022,8
1023,8
1024,8
1025,8
1026,8
1027,8
1028,8
1029,8
1030,8
1031,8
1032,8
1033,8
1034,8
1035,8
1036,8
1037,8
1038,8
1039,8
1040,8
1041,8
1042,8
1043,8
1044,8
1045,8
1046,8
1047,8
1048,8
1049,8
1050,8
1051,8
1052,8
1053,8
1054,8
1055,8
1056,8
1057,8
1058,8
1059,8
1060,8
1061,8
1062,8
1063,8
1064,8
1065,8
1066,8
1067,8
1068,8
1069,8
1070,8
1071,8
1072,8
1073,8
1074,8
1075,8
1076,10
1077,10
1078,10
1079,10
1080,10
1081,10
1082,10
1083,10
1084,10
1085,10
1086,10
1087,10
1088,10
1089,10
1090,10
1091,10
1092,10
