,Class
0,6
1,9
2,3
3,9
4,9
5,8
6,10
7,5
8,3
9,9
10,0
11,5
12,0
13,0
14,8
15,9
16,10
17,4
18,9
19,10
20,5
21,5
22,7
23,6
24,0
25,9
26,9
27,10
28,5
29,5
30,9
31,5
32,10
33,6
34,6
35,9
36,9
37,3
38,9
39,9
40,9
41,6
42,6
43,1
44,5
45,5
46,9
47,6
48,10
49,3
50,6
51,9
52,10
53,9
54,3
55,9
56,5
57,9
58,9
59,3
60,6
61,9
62,5
63,9
64,5
65,9
66,1
67,9
68,5
69,6
70,8
71,10
72,9
73,9
74,10
75,4
76,5
77,5
78,4
79,7
80,9
81,5
82,9
83,3
84,10
85,5
86,6
87,9
88,10
89,6
90,6
91,5
92,9
93,10
94,10
95,9
96,7
97,9
98,10
99,10
100,0
101,9
102,9
103,0
104,8
105,9
106,9
107,9
108,8
109,1
110,9
111,9
112,3
113,0
114,6
115,9
116,2
117,8
118,3
119,10
120,10
121,3
122,4
123,10
124,9
125,8
126,7
127,9
128,9
129,0
130,9
131,9
132,9
133,10
134,9
135,6
136,10
137,5
138,5
139,3
140,9
141,9
142,2
143,5
144,10
145,10
146,9
147,5
148,3
149,6
150,3
151,5
152,6
153,9
154,5
155,2
156,1
157,3
158,1
159,10
160,5
161,10
162,2
163,2
164,6
165,5
166,5
167,5
168,9
169,6
170,9
171,3
172,0
173,4
174,4
175,5
176,5
177,0
178,10
179,9
180,6
181,9
182,9
183,8
184,6
185,9
186,9
187,2
188,10
189,6
190,6
191,6
192,8
193,5
194,0
195,9
196,3
197,4
198,4
199,6
200,6
201,1
202,10
203,9
204,5
205,4
206,10
207,9
208,6
209,4
210,2
211,6
212,8
213,9
214,0
215,5
216,9
217,1
218,5
219,10
220,9
221,10
222,10
223,6
224,5
225,0
226,2
227,3
228,3
229,0
230,9
231,4
232,8
233,0
234,0
235,9
236,5
237,3
238,9
239,0
240,6
241,9
242,9
243,9
244,6
245,7
246,6
247,9
248,8
249,6
250,5
251,9
252,3
253,5
254,4
255,4
256,10
257,2
258,3
259,10
260,6
261,10
262,6
263,9
