,Class
0,10
1,8
2,9
3,0
4,9
5,3
6,4
7,5
8,5
9,5
10,10
11,9
12,10
13,0
14,5
15,9
16,10
17,5
18,10
19,9
20,5
21,10
22,0
23,3
24,9
25,5
26,5
27,9
28,9
29,9
30,2
31,6
32,10
33,6
34,6
35,10
36,3
37,10
38,10
39,3
40,4
41,10
42,4
43,10
44,10
45,10
46,9
47,5
48,10
49,6
50,6
51,6
52,5
53,5
54,6
55,3
56,10
57,3
58,10
59,0
60,5
61,5
62,4
63,9
64,3
65,10
66,1
67,8
68,3
69,7
70,10
71,4
72,9
73,8
74,5
75,6
76,0
77,7
78,4
79,5
80,9
81,9
82,9
83,5
84,3
85,9
86,9
87,3
88,10
89,1
90,1
91,9
92,2
93,9
94,5
95,9
96,2
97,9
98,9
99,4
100,9
101,0
102,10
103,9
104,6
105,4
106,9
107,8
108,9
109,9
110,9
111,6
112,9
113,3
114,8
115,10
116,3
117,9
118,10
119,9
120,3
121,10
122,0
123,5
124,9
125,9
126,10
127,3
128,10
129,9
130,9
131,9
132,9
133,8
134,10
135,3
136,0
137,9
138,3
139,9
140,9
141,6
142,10
143,10
144,0
145,8
146,0
147,6
148,10
149,4
150,9
151,10
152,0
153,10
154,5
155,10
156,10
157,9
158,9
159,10
160,9
161,3
162,9
163,9
164,10
165,9
166,9
167,6
168,4
169,0
170,3
171,8
172,6
173,6
174,6
175,3
176,0
177,1
178,5
179,4
180,10
181,8
182,7
183,6
184,5
185,6
186,2
187,3
188,3
189,5
190,9
191,9
192,9
193,9
194,9
195,9
196,6
197,6
198,2
199,0
200,3
201,10
202,0
203,10
204,9
205,2
206,10
207,1
208,6
209,6
210,5
211,5
212,4
213,7
214,5
215,6
216,6
217,0
218,6
219,10
220,5
221,6
222,4
223,0
224,5
225,9
226,9
227,5
228,4
229,9
230,8
231,5
232,10
233,5
234,0
235,5
236,5
237,10
238,9
239,10
240,10
241,9
242,9
243,9
244,2
245,10
246,10
247,5
248,5
249,9
250,5
251,6
252,9
253,6
254,10
255,5
256,4
257,5
258,9
259,3
260,1
261,6
262,5
263,5
264,10
265,0
266,8
267,6
268,3
269,3
270,5
271,9
272,6
273,5
274,9
275,1
276,7
277,1
278,9
279,6
280,8
281,10
282,6
283,1
284,1
285,5
286,6
287,9
288,9
289,10
290,6
291,0
292,5
293,2
294,9
295,9
296,0
297,8
298,10
299,6
300,3
301,6
302,9
303,3
304,3
305,6
306,9
307,3
308,6
309,9
310,10
311,8
312,5
313,10
314,10
315,4
316,9
317,6
318,7
319,1
320,4
321,9
322,2
323,9
324,9
325,1
326,5
327,6
328,6
329,9
330,8
331,1
332,3
333,9
334,6
335,5
336,0
337,9
338,10
339,9
340,4
341,9
342,5
343,9
344,9
345,0
346,3
347,8
348,10
349,5
350,6
351,5
352,1
353,6
354,9
355,3
356,9
357,9
358,10
359,9
360,5
361,5
362,6
363,8
364,8
365,5
366,3
367,10
368,3
369,2
370,6
371,6
372,5
373,6
374,6
375,9
376,5
377,2
378,6
379,10
380,4
381,7
382,9
383,10
384,0
385,9
386,10
387,9
388,10
389,3
390,5
391,3
392,3
393,10
394,10
395,9
396,6
397,5
398,3
399,3
400,7
401,0
402,9
403,10
404,9
405,9
406,5
407,10
408,5
409,6
410,5
411,5
412,6
413,2
414,5
415,9
416,7
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,2
579,2
580,2
581,2
582,2
583,2
