,Class
0,7
1,10
2,6
3,4
4,9
5,9
6,9
7,5
8,5
9,3
10,9
11,6
12,6
13,9
14,9
15,9
16,9
17,9
18,9
19,2
20,6
21,9
22,10
23,7
24,5
25,10
26,8
27,6
28,3
29,3
30,9
31,5
32,0
33,8
34,5
35,10
36,9
37,9
38,0
39,5
40,0
41,10
42,6
43,3
44,5
45,4
46,6
47,10
48,0
49,10
50,5
51,6
52,6
53,5
54,0
55,4
56,9
57,3
58,0
59,6
60,9
61,3
62,2
63,6
64,6
65,5
66,9
67,3
68,3
69,9
70,9
71,9
72,9
73,4
74,10
75,9
76,9
77,2
78,5
79,10
80,9
81,10
82,10
83,5
84,8
85,5
86,9
87,9
88,5
89,8
90,0
91,0
92,9
93,10
94,9
95,5
96,2
97,9
98,6
99,5
100,10
101,5
102,9
103,3
104,9
105,5
106,3
107,3
108,9
109,3
110,4
111,8
112,6
113,6
114,9
115,9
116,10
117,9
118,6
119,4
120,6
121,9
122,10
123,9
124,4
125,10
126,0
127,9
128,9
129,10
130,10
131,10
132,5
133,5
134,10
135,10
136,10
137,10
138,5
139,1
140,6
141,5
142,8
143,5
144,3
145,10
146,5
147,9
148,9
149,0
150,10
151,3
152,5
153,4
154,10
155,6
156,9
157,5
158,5
159,5
160,4
161,10
162,9
163,3
164,9
165,9
166,1
167,6
168,9
169,7
170,5
171,3
172,10
173,10
174,6
175,9
176,9
177,2
178,6
179,5
180,5
181,3
182,9
183,6
184,5
185,8
186,3
187,9
188,6
189,3
190,5
191,6
192,9
193,6
194,8
195,1
196,10
197,5
198,6
199,4
200,10
201,0
202,6
203,1
204,3
205,10
206,0
207,9
208,9
209,5
210,6
211,9
212,5
213,9
214,4
215,9
216,4
217,9
218,10
219,6
220,3
221,3
222,10
223,9
224,6
225,9
226,6
227,9
228,5
229,0
230,9
231,10
232,0
233,10
234,9
235,5
236,10
237,5
238,9
239,9
240,10
241,5
242,9
243,10
244,6
245,6
246,10
247,10
248,9
249,6
250,6
251,3
252,9
253,10
254,3
255,9
256,5
257,9
258,10
259,1
260,3
261,8
262,9
263,7
264,3
265,3
266,9
267,5
268,9
269,9
