,Class
0,4
1,9
2,0
3,6
4,3
5,4
6,5
7,5
8,9
9,4
10,10
11,6
12,0
13,9
14,3
15,6
16,3
17,6
18,9
19,9
20,6
21,9
22,3
23,8
24,9
25,6
26,5
27,7
28,8
29,2
30,5
31,0
32,6
33,6
34,9
35,9
36,9
37,9
38,3
39,5
40,10
41,9
42,9
43,10
44,9
45,10
46,10
47,10
48,10
49,5
50,9
51,5
52,10
53,9
54,7
55,10
56,1
57,9
58,0
59,3
60,1
61,10
62,9
63,7
64,6
65,9
66,9
67,9
68,10
69,6
70,2
71,2
72,2
73,5
74,5
75,4
76,8
77,5
78,6
79,3
80,8
81,8
82,6
83,6
84,9
85,5
86,3
87,9
88,10
89,6
90,9
91,10
92,0
93,4
94,9
95,4
96,1
97,6
98,5
99,1
100,10
101,8
102,4
103,6
104,0
105,10
106,3
107,0
108,10
109,0
110,10
111,10
112,3
113,10
114,9
115,5
116,6
117,9
118,0
119,1
120,5
121,3
122,10
123,8
124,9
125,3
126,9
127,3
128,9
129,4
130,10
131,6
132,4
133,10
134,9
135,5
136,3
137,5
138,9
139,6
140,5
141,9
142,9
143,5
144,10
145,5
146,9
147,5
148,2
149,5
150,10
151,10
152,3
153,10
154,3
155,1
156,1
157,5
158,3
159,6
160,3
161,6
162,9
163,9
164,10
165,6
166,4
167,9
168,2
169,5
170,10
171,8
172,10
173,9
174,6
175,10
176,5
177,5
178,9
179,6
180,0
181,0
182,9
183,5
184,3
185,9
186,10
187,5
188,0
189,6
190,9
191,2
192,5
193,10
194,5
195,8
196,9
197,10
198,0
199,10
200,9
201,6
202,0
203,10
204,9
205,0
206,9
207,3
208,9
209,5
210,5
211,9
212,6
213,5
214,9
215,7
216,3
217,10
218,9
219,6
220,10
221,1
222,9
223,9
224,10
225,6
226,10
227,10
228,10
229,9
230,9
231,10
232,9
233,1
234,5
235,9
236,8
237,4
238,6
239,3
240,10
241,4
242,9
243,3
244,5
245,8
246,0
247,9
248,0
249,9
250,3
251,9
252,9
253,9
254,10
255,10
256,9
257,6
258,10
259,0
260,0
261,9
262,6
263,5
264,3
265,1
266,6
267,6
268,10
269,3
270,6
271,9
272,5
273,9
274,10
275,9
276,3
277,10
278,9
279,0
280,10
281,5
282,10
283,3
284,10
285,9
286,4
287,2
288,5
289,0
290,5
291,10
292,0
293,9
294,5
295,3
296,5
297,10
298,9
299,9
300,5
301,7
302,5
303,9
304,3
305,5
306,6
307,10
308,4
309,4
310,9
311,5
312,6
313,9
314,9
315,6
316,9
317,10
318,10
319,10
320,8
321,1
322,6
323,3
324,7
325,8
326,8
327,10
328,5
329,2
330,3
331,3
332,7
333,2
334,9
335,6
336,9
337,7
338,9
339,5
340,9
341,5
342,9
343,6
344,9
345,9
346,4
347,6
348,6
349,3
350,6
351,7
352,3
353,4
354,6
355,3
356,0
357,5
358,9
359,10
360,1
361,4
362,9
363,5
364,5
365,9
366,9
367,10
368,1
369,9
370,9
371,6
372,8
373,9
374,9
375,10
376,5
377,6
378,2
379,8
380,9
381,0
382,8
383,5
384,4
385,10
386,10
387,3
388,3
389,0
390,2
391,6
392,9
393,6
394,5
395,8
396,6
397,5
398,9
399,5
400,9
401,9
402,10
