,Class
0,6
1,10
2,0
3,0
4,10
5,6
6,3
7,3
8,5
9,9
10,8
11,0
12,4
13,6
14,5
15,10
16,6
17,10
18,9
19,9
20,9
21,3
22,10
23,6
24,1
25,9
26,6
27,3
28,9
29,9
30,5
31,10
32,9
33,1
34,10
35,10
36,6
37,6
38,5
39,9
40,9
41,5
42,3
43,10
44,3
45,3
46,2
47,9
48,0
49,4
50,0
51,9
52,9
53,10
54,3
55,3
56,6
57,9
58,3
59,2
60,2
61,10
62,6
63,9
64,5
65,9
66,3
67,10
68,4
69,10
70,5
71,3
72,3
73,9
74,5
75,3
76,9
77,9
78,6
79,10
80,0
81,1
82,8
83,10
84,9
85,5
86,10
87,3
88,9
89,0
90,6
91,9
92,1
93,3
94,5
95,5
96,9
97,10
98,6
99,10
100,9
101,10
102,0
103,4
104,9
105,3
106,6
107,1
108,5
109,9
110,6
111,9
112,5
113,10
114,9
115,10
116,0
117,3
118,9
119,6
120,10
121,8
122,9
123,9
124,4
125,10
126,8
127,8
128,10
129,2
130,2
131,6
132,9
133,10
134,5
135,10
136,9
137,6
138,8
139,5
140,5
141,4
142,4
143,9
144,10
145,9
146,3
147,5
148,9
149,6
150,10
151,3
152,0
153,1
154,7
155,5
156,3
157,9
158,9
159,8
160,9
161,9
162,10
163,6
164,6
165,7
166,10
167,3
168,6
169,9
170,8
171,6
172,10
173,6
174,9
175,10
176,5
177,8
178,5
179,8
180,10
181,3
182,5
183,7
184,5
185,3
186,10
187,10
188,5
189,9
190,5
191,9
192,4
193,9
194,2
195,10
196,9
197,10
198,3
199,6
200,5
201,10
202,9
203,2
204,0
205,0
206,9
207,5
208,3
209,5
210,5
211,6
212,3
213,6
214,8
215,9
216,5
217,8
218,9
219,3
220,6
221,9
222,9
223,0
224,10
225,9
226,6
227,1
228,9
229,6
230,3
231,5
232,4
233,6
234,3
235,6
236,9
237,9
238,9
239,5
240,10
241,3
242,9
243,9
244,6
245,6
246,9
247,5
248,4
249,10
250,0
251,4
252,4
253,9
254,5
255,9
256,6
257,6
258,0
259,3
260,9
261,9
262,9
263,7
264,5
265,2
266,8
267,10
268,9
269,7
270,10
271,9
272,1
273,3
274,5
275,9
276,5
277,5
278,6
279,10
280,8
281,5
282,4
283,9
284,0
285,8
286,10
287,9
288,7
289,9
290,5
291,1
292,10
293,10
294,9
295,10
296,10
297,5
298,4
299,5
300,9
301,6
302,3
303,1
304,5
305,9
306,10
307,10
308,10
309,9
310,9
311,5
312,9
313,9
314,5
315,0
316,9
317,9
318,6
319,6
320,9
321,8
322,9
323,2
324,0
325,1
326,8
327,6
328,5
329,3
330,2
331,9
332,4
333,5
334,9
335,0
336,6
337,5
338,9
339,5
340,9
341,1
342,10
343,9
344,4
345,9
346,9
347,6
348,10
349,0
350,9
351,5
352,0
353,6
354,3
355,9
356,10
357,5
358,9
359,9
360,3
361,6
362,5
363,10
364,6
365,9
366,5
367,10
368,0
369,1
370,9
371,2
372,10
373,5
374,0
375,3
376,7
377,6
378,5
379,6
380,0
381,9
382,9
383,7
384,0
385,10
386,6
387,7
388,10
389,10
390,5
391,4
392,6
393,10
394,10
395,6
396,4
397,10
398,5
399,10
400,9
401,5
402,8
403,4
404,5
405,9
406,5
407,6
408,5
409,10
410,9
411,3
412,2
