,Class
0,1
1,4
2,8
3,3
4,5
5,5
6,3
7,6
8,4
9,5
10,0
11,3
12,6
13,9
14,9
15,8
16,6
17,0
18,9
19,6
20,6
21,6
22,9
23,8
24,9
25,6
26,7
27,5
28,9
29,9
30,5
31,5
32,5
33,10
34,9
35,9
36,5
37,8
38,6
39,5
40,10
41,0
42,5
43,6
44,9
45,9
46,9
47,6
48,1
49,10
50,2
51,7
52,5
53,0
54,10
55,6
56,9
57,10
58,10
59,5
60,1
61,3
62,2
63,9
64,10
65,3
66,7
67,9
68,10
69,0
70,3
71,6
72,10
73,0
74,5
75,3
76,6
77,9
78,9
79,5
80,10
81,1
82,0
83,5
84,8
85,2
86,10
87,9
88,3
89,6
90,10
91,0
92,10
93,8
94,10
95,10
96,8
97,5
98,10
99,9
100,10
101,10
102,9
103,3
104,1
105,9
106,9
107,6
108,3
109,2
110,9
111,9
112,3
113,6
114,6
115,4
116,9
117,9
118,9
119,5
120,9
121,5
122,9
123,9
124,6
125,10
126,3
127,0
128,5
129,9
130,3
131,3
132,2
133,5
134,9
135,9
136,3
137,10
138,5
139,3
140,10
141,10
142,2
143,5
144,10
145,9
146,5
147,10
148,10
149,4
150,3
151,9
152,6
153,5
154,5
155,9
156,9
157,9
158,5
159,7
160,9
161,6
162,1
163,6
164,3
165,9
166,5
167,10
168,6
169,9
170,8
171,9
172,2
173,9
174,5
175,9
176,8
177,10
178,6
179,0
180,5
181,5
182,3
183,4
184,0
185,0
186,9
187,6
188,10
189,5
190,0
191,5
192,9
193,6
194,10
195,10
196,10
197,10
198,9
199,3
200,2
201,0
202,3
203,5
204,10
205,6
206,10
207,8
208,9
209,3
210,7
211,9
212,5
213,4
214,10
215,8
216,2
217,0
218,5
219,9
220,9
221,5
222,9
223,7
224,9
225,9
226,4
227,9
228,9
229,8
230,6
231,10
232,3
233,1
234,5
235,9
236,6
237,9
238,9
239,5
240,3
241,9
242,6
243,0
244,5
245,10
246,9
247,10
248,10
249,4
250,5
251,6
252,9
253,5
254,5
255,5
256,9
257,3
258,3
259,6
260,10
261,3
262,9
263,9
264,6
265,10
266,6
267,5
268,6
269,8
270,6
271,5
272,10
273,7
274,6
275,1
276,6
277,5
278,9
279,0
280,9
281,9
282,10
283,9
284,3
285,8
286,5
287,9
288,4
289,9
290,4
291,9
292,6
293,2
294,6
295,10
296,6
297,9
298,5
299,10
300,10
301,3
302,10
303,0
304,8
305,10
306,6
307,10
308,10
309,9
310,5
311,9
312,3
313,3
314,1
315,9
316,0
317,3
318,0
319,0
320,9
321,1
322,6
323,6
324,9
325,6
326,5
327,5
328,1
329,1
330,10
331,4
332,6
333,9
334,9
335,5
336,4
337,9
338,10
339,3
340,9
341,5
342,9
343,9
344,0
345,9
346,6
347,7
348,9
349,9
350,9
351,9
352,5
353,5
354,0
355,5
356,10
357,9
358,4
359,3
360,9
361,10
362,6
363,8
364,9
365,10
366,10
367,3
368,9
369,10
370,10
371,10
372,6
373,4
374,1
375,2
376,5
377,2
378,9
379,1
380,5
381,10
382,4
383,6
384,3
385,10
386,5
387,10
388,9
389,3
390,9
391,10
392,4
393,5
394,3
395,6
396,10
397,9
398,0
399,9
400,5
401,4
402,4
403,3
404,6
405,8
406,10
407,5
408,8
409,6
410,7
411,4
412,10
413,6
414,10
415,0
416,6
417,9
418,9
419,10
