,Class
0,3
1,9
2,3
3,3
4,9
5,3
6,5
7,6
8,2
9,2
10,10
11,9
12,5
13,3
14,9
15,9
16,6
17,3
18,7
19,9
20,9
21,5
22,0
23,9
24,10
25,5
26,5
27,0
28,9
29,10
30,1
31,9
32,9
33,10
34,9
35,5
36,9
37,5
38,9
39,2
40,10
41,6
42,10
43,3
44,4
45,6
46,6
47,6
48,5
49,9
50,5
51,0
52,6
53,9
54,4
55,1
56,9
57,9
58,7
59,8
60,5
61,3
62,9
63,4
64,10
65,5
66,9
67,9
68,9
69,10
70,10
71,3
72,9
73,10
74,10
75,9
76,0
77,9
78,10
79,6
80,1
81,0
82,6
83,10
84,3
85,10
86,9
87,6
88,5
89,9
90,5
91,3
92,1
93,3
94,2
95,5
96,9
97,6
98,9
99,3
100,0
101,2
102,3
103,9
104,10
105,0
106,10
107,5
108,5
109,9
110,9
111,4
112,6
113,5
114,6
115,10
116,5
117,8
118,9
119,0
120,4
121,6
122,10
123,9
124,0
125,5
126,9
127,6
128,4
129,10
130,9
131,4
132,6
133,8
134,1
135,6
136,10
137,5
138,9
139,10
140,0
141,10
142,9
143,0
144,8
145,10
146,9
147,4
148,9
149,7
150,5
151,0
152,3
153,9
154,0
155,10
156,9
157,10
158,3
159,3
160,3
161,1
162,10
163,6
164,5
165,10
166,9
167,6
168,4
169,9
170,6
171,2
172,9
173,6
174,7
175,7
176,5
177,1
178,10
179,9
180,9
181,6
182,10
183,2
184,10
185,9
186,9
187,6
188,9
189,9
190,6
191,0
192,9
193,9
194,3
195,3
196,6
197,9
198,10
199,6
200,6
201,5
202,10
203,10
204,10
205,5
206,8
207,1
208,4
209,2
210,1
211,4
212,10
213,8
214,9
215,7
216,10
217,5
218,5
219,6
220,10
221,3
222,6
223,0
224,3
225,5
226,5
227,0
228,10
229,9
230,8
231,9
232,10
233,5
234,6
235,3
236,6
237,4
238,9
239,9
240,3
241,3
242,5
243,6
244,4
245,9
246,9
247,5
248,3
249,3
250,9
251,10
252,10
253,10
254,9
255,1
256,0
257,10
258,9
259,5
260,9
261,10
262,5
263,3
264,9
265,6
266,9
267,5
268,5
269,5
270,8
271,10
272,0
273,9
274,8
275,6
276,6
277,10
278,10
279,0
280,3
281,3
282,9
283,9
284,10
285,5
286,4
287,6
288,2
289,0
290,5
291,9
292,9
293,10
294,2
295,9
296,6
297,8
298,3
299,1
300,5
301,6
302,4
303,10
304,5
305,5
306,9
307,10
308,8
309,5
310,9
311,5
312,10
313,9
314,1
315,9
316,9
317,3
318,9
319,6
320,10
321,5
322,10
323,10
324,8
325,6
326,10
327,0
328,5
329,9
330,3
331,9
332,9
333,8
334,5
335,10
336,4
337,8
338,5
339,7
340,9
341,9
342,10
343,1
344,9
345,3
346,5
347,10
348,6
349,2
350,9
351,5
352,10
353,6
354,3
355,0
356,6
357,5
358,9
359,3
360,10
361,6
362,3
363,0
364,5
365,4
366,9
367,9
368,10
369,9
370,5
371,9
372,9
373,5
374,0
375,9
376,9
377,7
378,4
379,10
380,1
381,5
382,9
383,5
384,2
385,6
386,4
387,5
388,8
389,3
390,8
391,6
392,6
393,9
394,6
395,10
396,6
397,6
398,9
399,6
400,10
401,10
402,9
403,6
404,5
405,5
406,7
407,9
408,0
409,5
410,9
411,5
412,3
413,10
414,5
415,6
416,8
417,10
418,8
419,6
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,2
591,2
592,2
593,2
594,2
595,2
596,2
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
608,2
609,2
610,2
611,2
612,2
613,2
614,2
615,2
616,2
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,2
637,2
638,2
639,2
640,2
641,2
642,2
643,2
644,2
645,2
646,2
647,2
648,2
649,2
650,2
651,2
652,2
653,2
654,2
655,2
656,2
657,2
658,2
659,2
660,2
661,2
662,2
663,2
664,2
665,2
666,2
667,2
668,2
669,2
670,2
671,2
672,2
673,2
674,2
675,2
676,2
677,2
678,3
679,3
680,3
681,3
682,3
683,3
684,3
685,3
686,3
687,3
688,3
689,3
690,3
691,3
692,3
693,3
694,3
695,3
696,3
697,3
698,3
699,3
700,3
701,3
702,3
703,3
704,3
705,3
706,3
707,3
708,3
709,3
710,3
711,3
712,3
713,3
714,3
715,3
716,3
717,3
718,3
719,3
720,3
721,3
722,3
723,3
724,3
725,3
726,3
727,3
728,3
729,3
730,3
731,3
732,3
733,3
734,3
735,3
736,3
737,3
738,4
739,4
740,4
741,4
742,4
743,4
744,4
745,4
746,4
747,4
748,4
749,4
750,4
751,4
752,4
753,4
754,4
755,4
756,4
757,4
758,4
759,4
760,4
761,4
762,4
763,4
764,4
765,4
766,4
767,4
768,4
769,4
770,4
771,4
772,4
773,4
774,4
775,4
776,4
777,4
778,4
779,4
780,4
781,4
782,4
783,4
784,4
785,4
786,4
787,4
788,4
789,4
790,4
791,4
792,4
793,4
794,4
795,4
796,4
797,4
798,4
799,4
800,4
801,4
802,4
803,4
804,4
805,4
806,4
807,4
808,4
809,4
810,4
811,4
812,4
813,5
814,5
815,5
816,5
817,5
818,5
819,5
820,5
821,5
822,5
823,5
824,5
825,5
826,5
827,5
828,5
829,5
830,5
831,5
832,5
833,5
834,5
835,5
836,5
837,5
838,5
839,5
840,5
841,5
842,5
843,5
844,5
845,5
846,5
847,5
848,5
849,5
850,5
851,5
852,5
853,5
854,5
855,5
856,5
857,5
858,5
859,5
860,5
861,5
862,5
863,5
864,5
865,5
866,6
867,6
868,6
869,6
870,6
871,6
872,6
873,6
874,6
875,6
876,6
877,6
878,6
879,6
880,6
881,6
882,6
883,6
884,6
885,6
886,6
887,6
888,6
889,6
890,6
891,6
892,6
893,6
894,6
895,6
896,6
897,6
898,6
899,6
900,6
901,6
902,6
903,6
904,6
905,6
906,6
907,6
908,6
909,6
910,6
911,6
912,6
913,6
914,6
915,7
916,7
917,7
918,7
919,7
920,7
921,7
922,7
923,7
924,7
925,7
926,7
927,7
928,7
929,7
930,7
931,7
932,7
933,7
934,7
935,7
936,7
937,7
938,7
939,7
940,7
941,7
942,7
943,7
944,7
945,7
946,7
947,7
948,7
949,7
950,7
951,7
952,7
953,7
954,7
955,7
956,7
957,7
958,7
959,7
960,7
961,7
962,7
963,7
964,7
965,7
966,7
967,7
968,7
969,7
970,7
971,7
972,7
973,7
974,7
975,7
976,7
977,7
978,7
979,7
980,7
981,7
982,7
983,7
984,7
985,7
986,7
987,7
988,7
989,7
990,7
991,7
992,7
993,7
994,7
995,7
996,7
997,7
998,7
999,7
1000,7
1001,7
1002,7
1003,7
1004,7
1005,7
1006,8
1007,8
1008,8
1009,8
1010,8
1011,8
1012,8
1013,8
1014,8
1015,8
1016,8
1017,8
1018,8
1019,8
1020,8
1021,8
1022,8
1023,8
1024,8
1025,8
1026,8
1027,8
1028,8
