,Class
0,3
1,9
2,10
3,6
4,10
5,4
6,3
7,4
8,5
9,6
10,5
11,8
12,9
13,10
14,4
15,6
16,3
17,4
18,0
19,5
20,9
21,9
22,4
23,6
24,6
25,10
26,5
27,9
28,5
29,8
30,5
31,0
32,9
33,8
34,9
35,9
36,6
37,6
38,9
39,10
40,2
41,9
42,0
43,3
44,9
45,9
46,0
47,4
48,5
49,3
50,5
51,8
52,5
53,10
54,8
55,6
56,9
57,9
58,9
59,10
60,3
61,6
62,9
63,0
64,9
65,3
66,9
67,3
68,10
69,10
70,8
71,7
72,9
73,4
74,7
75,6
76,3
77,6
78,10
79,1
80,6
81,3
82,6
83,9
84,9
85,3
86,6
87,5
88,5
89,9
90,5
91,7
92,9
93,6
94,0
95,9
96,8
97,3
98,6
99,10
100,9
101,2
102,9
103,5
104,5
105,1
106,5
107,10
108,9
109,9
110,6
111,9
112,9
113,3
114,3
115,9
116,1
117,8
118,5
119,2
120,10
121,5
122,3
123,10
124,5
125,6
126,4
127,10
128,1
129,5
130,9
131,5
132,3
133,2
134,5
135,9
136,10
137,9
138,7
139,0
140,6
141,5
142,9
143,9
144,5
145,0
146,6
147,3
148,9
149,10
150,5
151,8
152,10
153,6
154,6
155,6
156,9
157,9
158,2
159,3
160,10
161,9
162,10
163,9
164,5
165,9
166,5
167,3
168,5
169,9
170,9
171,5
172,3
173,5
174,9
175,10
176,0
177,10
178,7
179,2
180,8
181,5
182,5
183,5
184,0
185,10
186,5
187,5
188,10
189,8
190,0
191,10
192,2
193,10
194,10
195,10
196,5
197,6
198,5
199,1
200,9
201,9
202,9
203,5
204,9
205,9
206,10
207,6
208,9
209,1
210,9
211,6
212,2
213,9
214,0
215,6
216,6
217,10
218,5
219,3
220,9
221,9
222,9
223,9
224,9
225,1
226,3
227,9
228,9
229,6
230,3
231,0
232,0
233,10
234,7
235,6
236,5
237,6
238,9
239,9
240,9
241,0
242,9
243,0
244,10
245,3
246,5
247,0
248,9
249,0
250,9
251,9
252,6
253,4
254,0
255,0
256,1
257,5
258,6
259,5
260,9
261,5
262,10
263,8
264,6
265,6
266,9
267,5
268,8
269,0
270,9
271,8
272,6
273,10
274,6
275,9
276,6
277,9
278,3
279,10
280,6
281,6
282,9
283,5
284,6
285,4
286,5
287,10
288,2
289,9
290,9
291,9
292,4
293,10
294,9
295,5
296,6
297,3
298,6
299,9
300,6
301,5
302,10
303,10
304,3
305,8
306,9
307,0
308,9
309,9
310,10
311,6
312,3
313,9
314,10
315,10
316,10
317,1
318,10
319,4
320,9
321,9
322,8
323,9
324,10
325,6
326,9
327,5
328,4
329,9
330,10
331,10
332,5
333,3
334,10
335,3
336,1
337,3
338,5
339,10
340,4
341,9
342,3
343,10
344,10
345,3
346,5
347,9
348,10
349,9
350,9
351,6
352,4
353,4
354,2
355,9
356,5
357,6
358,4
359,9
360,10
361,10
362,7
363,5
364,5
365,1
366,5
367,2
368,6
369,10
370,10
371,8
372,0
373,3
374,7
375,9
376,10
377,8
378,5
379,1
380,10
381,10
382,10
383,10
384,10
385,3
386,6
387,6
388,5
389,3
390,9
391,10
392,4
393,1
394,9
395,2
396,4
397,6
398,9
399,10
400,5
401,3
402,9
403,1
404,5
405,6
406,5
407,10
408,9
409,0
410,6
411,3
412,9
413,3
414,10
415,10
416,10
417,7
418,5
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,2
574,2
575,2
576,2
577,2
578,2
579,2
580,2
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,2
595,2
596,2
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
608,2
609,2
610,2
611,2
612,2
613,2
614,2
615,2
616,2
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,2
637,2
638,2
639,2
640,2
641,2
642,2
643,2
644,2
645,2
646,2
647,2
648,2
649,2
650,2
651,2
652,2
653,2
654,2
655,2
656,2
657,2
658,2
659,2
660,2
661,3
662,3
663,3
664,3
665,3
666,3
667,3
668,3
669,3
670,3
671,3
672,3
673,3
674,3
675,3
676,3
677,3
678,3
679,3
680,3
681,3
682,3
683,3
684,3
685,3
686,3
687,3
688,3
689,3
690,3
691,3
692,3
693,3
694,3
695,3
696,3
697,3
698,3
699,3
700,3
701,3
702,3
703,3
704,3
705,3
706,3
707,3
708,3
709,3
710,3
711,3
712,3
713,3
714,3
715,3
716,3
717,3
718,3
719,3
720,3
721,3
722,3
723,4
724,4
725,4
726,4
727,4
728,4
729,4
730,4
731,4
732,4
733,4
734,4
735,4
736,4
737,4
738,4
739,4
740,4
741,4
742,4
743,4
744,4
745,4
746,4
747,4
748,4
749,4
750,4
751,4
752,4
753,4
754,4
755,4
756,4
757,4
758,4
759,4
760,4
761,4
762,4
763,4
764,4
765,4
766,4
767,4
768,4
769,4
770,4
771,4
772,4
773,4
774,4
775,4
776,4
777,4
778,4
779,4
780,4
781,4
782,4
783,4
784,4
785,4
786,4
787,4
788,4
789,4
790,4
791,4
792,4
793,4
794,4
795,4
796,4
797,4
798,5
799,5
800,5
801,5
802,5
803,5
804,5
805,5
806,5
807,5
808,5
809,5
810,5
811,5
812,5
813,5
814,5
815,5
816,5
817,5
818,5
819,5
820,5
821,5
822,5
823,5
824,5
825,5
826,5
827,5
828,5
829,5
830,5
831,5
832,5
833,5
834,5
835,5
836,5
837,5
838,5
839,5
840,5
841,5
842,5
843,5
844,5
845,5
846,5
847,5
848,5
849,5
850,5
851,5
852,5
853,5
854,5
855,5
856,6
857,6
858,6
859,6
860,6
861,6
862,6
863,6
864,6
865,6
866,6
867,6
868,6
869,6
870,6
871,6
872,6
873,6
874,6
875,6
876,6
877,6
878,6
879,6
880,6
881,6
882,6
883,6
884,6
885,6
886,6
887,6
888,6
889,6
890,6
891,6
892,6
893,6
894,6
895,6
896,6
897,6
898,6
899,6
900,6
901,6
902,6
903,6
904,7
905,7
906,7
907,7
908,7
909,7
910,7
911,7
912,7
913,7
914,7
915,7
916,7
917,7
918,7
919,7
920,7
921,7
922,7
923,7
924,7
925,7
926,7
927,7
928,7
929,7
930,7
931,7
932,7
933,7
934,7
935,7
936,7
937,7
938,7
939,7
940,7
941,7
942,7
943,7
944,7
945,7
946,7
947,7
948,7
949,7
950,7
951,7
952,7
953,7
954,7
955,7
956,7
957,7
958,7
959,7
960,7
961,7
962,7
963,7
964,7
965,7
966,7
967,7
968,7
969,7
970,7
971,7
972,7
973,7
974,7
975,7
976,7
977,7
978,7
979,7
980,7
981,7
982,7
983,7
984,7
985,7
986,7
987,7
988,7
989,7
990,7
991,7
992,7
993,7
994,7
995,7
996,8
997,8
998,8
999,8
1000,8
1001,8
1002,8
1003,8
1004,8
1005,8
1006,8
1007,8
1008,8
1009,8
1010,8
1011,8
1012,8
1013,8
1014,8
1015,8
1016,8
1017,8
1018,8
1019,8
1020,8
1021,8
1022,8
1023,8
1024,8
1025,8
1026,8
1027,8
1028,8
