,Class
0,10
1,5
2,5
3,9
4,4
5,6
6,7
7,3
8,10
9,5
10,10
11,4
12,9
13,10
14,10
15,10
16,3
17,4
18,10
19,9
20,9
21,10
22,3
23,10
24,3
25,6
26,7
27,9
28,8
29,9
30,5
31,7
32,6
33,10
34,3
35,9
36,5
37,9
38,9
39,5
40,6
41,9
42,9
43,9
44,9
45,9
46,0
47,6
48,1
49,10
50,10
51,4
52,4
53,0
54,9
55,9
56,6
57,1
58,8
59,6
60,9
61,9
62,9
63,0
64,9
65,1
66,9
67,5
68,10
69,5
70,9
71,6
72,3
73,4
74,9
75,9
76,9
77,10
78,9
79,0
80,1
81,10
82,6
83,5
84,6
85,6
86,8
87,9
88,5
89,6
90,0
91,6
92,8
93,3
94,6
95,9
96,6
97,6
98,3
99,9
100,2
101,3
102,6
103,0
104,2
105,5
106,3
107,10
108,10
109,10
110,2
111,2
112,5
113,5
114,9
115,10
116,7
117,4
118,9
119,6
120,9
121,5
122,9
123,4
124,9
125,3
126,5
127,9
128,9
129,5
130,0
131,1
132,0
133,8
134,9
135,10
136,5
137,0
138,10
139,3
140,5
141,8
142,8
143,0
144,3
145,2
146,4
147,3
148,6
149,4
150,9
151,5
152,0
153,6
154,9
155,9
156,1
157,3
158,4
159,6
160,10
161,5
162,7
163,5
164,8
165,0
166,3
167,9
168,10
169,10
170,9
171,5
172,9
173,10
174,5
175,0
176,6
177,10
178,0
179,4
180,5
181,0
182,10
183,9
184,9
185,10
186,9
187,2
188,9
189,9
190,10
191,5
192,9
193,3
194,8
195,9
196,6
197,6
198,6
199,3
200,6
201,3
202,5
203,6
204,5
205,6
206,5
207,5
208,10
209,9
210,5
211,0
212,10
213,6
214,9
215,6
216,3
217,9
218,9
219,5
220,6
221,1
222,2
223,9
224,5
225,3
226,5
227,10
228,9
229,5
230,2
231,3
232,9
233,1
234,5
235,10
236,6
237,6
238,9
239,6
240,10
241,9
242,10
243,10
244,0
245,9
246,9
247,9
248,9
249,9
250,0
251,5
252,9
253,10
254,3
255,9
256,5
257,9
258,4
259,4
260,7
261,9
262,5
263,6
264,8
265,5
266,10
267,3
268,5
269,9
270,0
271,9
272,10
273,8
274,9
275,3
276,3
277,9
278,3
279,9
280,6
281,10
282,8
283,10
284,6
285,3
286,9
287,0
288,10
289,9
290,10
291,7
292,3
293,5
294,9
295,10
296,5
297,10
298,4
299,0
300,8
301,9
302,9
303,2
304,1
305,10
306,0
307,4
308,6
309,5
310,8
311,1
312,5
313,6
314,6
315,1
316,6
317,9
318,8
319,10
320,2
321,10
322,9
323,10
324,0
325,2
326,6
327,5
328,5
329,9
330,1
331,9
332,9
333,10
334,10
335,5
336,4
337,3
338,3
339,9
340,6
341,3
342,10
343,5
344,6
345,3
346,9
347,6
348,5
349,9
350,3
351,3
352,5
353,5
354,9
355,3
356,9
357,5
358,10
359,3
360,9
361,9
362,5
363,9
364,10
365,10
366,10
367,10
368,4
369,5
370,5
371,6
372,3
373,10
374,8
375,7
376,8
377,6
378,1
379,9
380,10
381,6
382,9
383,5
384,5
385,4
386,9
387,10
388,5
389,0
390,0
391,6
392,5
393,2
394,7
395,10
396,10
397,10
398,9
399,9
400,6
401,9
402,6
403,3
404,9
405,10
