,Class
0,3
1,9
2,9
3,3
4,10
5,9
6,9
7,9
8,9
9,0
10,9
11,5
12,6
13,4
14,4
15,4
16,6
17,5
18,4
19,3
20,9
21,10
22,4
23,10
24,5
25,1
26,9
27,5
28,9
29,8
30,10
31,2
32,9
33,10
34,9
35,6
36,10
37,9
38,9
39,6
40,2
41,9
42,5
43,5
44,9
45,5
46,5
47,3
48,3
49,9
50,6
51,10
52,9
53,9
54,10
55,7
56,1
57,10
58,1
59,9
60,9
61,4
62,5
63,9
64,9
65,4
66,10
67,9
68,6
69,10
70,10
71,0
72,9
73,9
74,10
75,9
76,9
77,0
78,0
79,3
80,9
81,10
82,3
83,9
84,0
85,10
86,10
87,8
88,0
89,1
90,10
91,0
92,5
93,9
94,10
95,6
96,9
97,10
98,9
99,6
100,3
101,9
102,9
103,5
104,6
105,9
106,9
107,10
108,3
109,10
110,9
111,3
112,4
113,5
114,3
115,3
116,3
117,9
118,5
119,6
120,1
121,3
122,5
123,9
124,10
125,6
126,10
127,9
128,10
129,5
130,10
131,9
132,5
133,0
134,10
135,10
136,6
137,2
138,3
139,9
140,5
141,10
142,5
143,5
144,9
145,5
146,9
147,10
148,10
149,5
150,3
151,3
152,7
153,6
154,3
155,5
156,5
157,5
158,10
159,7
160,9
161,5
162,3
163,10
164,2
165,10
166,10
167,9
168,9
169,5
170,8
171,3
172,6
173,2
174,0
175,8
176,10
177,4
178,8
179,9
180,6
181,4
182,7
183,10
184,10
185,5
186,9
187,5
188,4
189,2
190,9
191,5
192,9
193,8
194,4
195,9
196,5
197,9
198,0
199,6
200,5
201,9
202,10
203,9
204,0
205,10
206,5
207,5
208,5
209,8
210,0
211,3
212,9
213,6
214,6
215,9
216,6
217,10
218,9
219,10
220,5
221,9
222,0
223,0
224,6
225,9
226,9
227,10
228,7
229,10
230,3
231,0
232,6
233,9
234,9
235,9
236,5
237,1
238,3
239,0
240,2
241,9
242,0
243,0
244,9
245,9
246,5
247,5
248,6
249,10
250,10
251,9
252,4
253,6
254,8
255,5
256,6
257,3
258,10
259,9
260,6
261,0
262,6
263,10
264,2
265,9
266,6
267,2
268,6
269,9
270,9
271,10
272,1
273,5
274,6
275,0
276,9
277,6
278,5
279,5
280,5
281,10
282,3
283,1
284,9
285,10
286,7
287,10
288,3
289,3
290,5
291,3
292,9
293,3
294,0
295,3
296,6
297,8
298,6
299,5
300,1
301,5
302,10
303,5
304,9
305,5
306,5
307,10
308,0
309,8
310,6
311,9
312,2
313,6
314,8
315,10
316,9
317,6
318,9
319,6
320,8
321,8
322,4
323,10
324,2
325,9
326,10
327,3
328,9
329,7
330,6
331,9
332,6
333,5
334,6
335,10
336,5
337,4
338,10
339,6
340,3
341,1
342,10
343,6
344,5
345,0
346,3
347,9
348,6
349,6
350,4
351,3
352,6
353,9
354,9
355,5
356,1
357,9
358,6
359,8
360,0
361,4
362,5
363,8
364,5
365,5
366,1
367,4
368,1
369,9
370,9
371,10
372,6
373,10
374,5
375,9
376,2
377,10
378,6
379,6
380,6
381,6
382,7
383,10
384,6
385,3
386,9
387,9
388,3
389,7
390,3
391,9
392,10
393,3
394,0
395,9
396,9
397,10
398,10
399,9
400,8
401,6
402,4
403,9
404,5
405,5
406,5
407,8
408,9
409,8
410,3
