,Class
0,4
1,9
2,5
3,5
4,9
5,8
6,0
7,6
8,7
9,2
10,5
11,5
12,9
13,5
14,5
15,6
16,10
17,5
18,9
19,9
20,9
21,10
22,5
23,5
24,5
25,10
26,4
27,2
28,5
29,10
30,5
31,10
32,0
33,9
34,10
35,9
36,10
37,9
38,9
39,6
40,6
41,7
42,9
43,0
44,3
45,9
46,5
47,10
48,10
49,10
50,6
51,9
52,3
53,1
54,6
55,6
56,6
57,1
58,6
59,3
60,9
61,0
62,10
63,9
64,5
65,3
66,9
67,2
68,9
69,10
70,9
71,3
72,10
73,10
74,4
75,6
76,6
77,6
78,3
79,5
80,9
81,10
82,10
83,5
84,6
85,5
86,5
87,10
88,9
89,8
90,9
91,9
92,8
93,6
94,9
95,9
96,9
97,9
98,6
99,10
100,9
101,2
102,6
103,9
104,10
105,8
106,9
107,3
108,10
109,3
110,4
111,9
112,6
113,5
114,3
115,5
116,5
117,3
118,2
119,8
120,6
121,2
122,0
123,0
124,9
125,5
126,4
127,0
128,8
129,3
130,10
131,7
132,5
133,8
134,8
135,5
136,5
137,5
138,9
139,9
140,10
141,3
142,8
143,9
144,5
145,4
146,6
147,6
148,6
149,6
150,6
151,5
152,9
153,5
154,10
155,9
156,7
157,3
158,10
159,10
160,4
161,3
162,5
163,9
164,9
165,3
166,9
167,3
168,10
169,0
170,10
171,6
172,9
173,9
174,10
175,5
176,9
177,9
178,8
179,6
180,8
181,6
182,3
183,5
184,7
185,5
186,10
187,9
188,3
189,10
190,0
191,8
192,0
193,6
194,9
195,10
196,6
197,9
198,6
199,1
200,9
201,10
202,9
203,10
204,0
205,10
206,2
207,9
208,1
209,3
210,6
211,4
212,0
213,6
214,10
215,0
216,3
217,9
218,5
219,5
220,5
221,9
222,2
223,6
224,5
225,6
226,8
227,9
228,9
229,1
230,10
231,10
232,9
233,5
234,5
235,10
236,6
237,9
238,9
239,9
240,6
241,10
242,10
243,5
244,4
245,9
246,10
247,4
248,9
249,1
250,10
251,0
252,9
253,4
254,1
255,9
256,5
257,6
258,9
259,10
260,10
261,9
262,3
263,6
264,3
265,7
266,9
267,6
268,9
269,1
270,9
271,0
272,6
273,9
274,9
275,3
276,5
277,3
278,9
279,9
280,6
281,9
282,3
283,9
284,4
285,10
286,9
287,6
288,10
289,10
290,5
291,0
292,3
293,6
294,10
295,9
296,9
297,4
298,10
299,5
300,0
301,10
302,9
303,9
304,10
305,3
306,5
307,9
308,9
309,0
310,2
311,5
312,1
313,9
314,9
315,6
316,9
317,8
318,10
319,1
320,5
321,10
322,5
323,10
324,4
325,2
326,10
327,1
328,8
329,9
330,5
331,3
332,9
333,3
334,3
335,9
336,0
337,6
338,1
339,0
340,5
341,6
342,0
343,4
344,4
345,5
346,10
347,3
348,5
349,0
350,10
351,5
352,6
353,3
354,4
355,9
356,8
357,5
358,9
359,9
360,4
361,6
362,8
363,10
364,10
365,3
366,10
367,9
368,9
369,9
370,5
371,10
372,9
373,10
374,9
375,8
376,5
377,7
378,2
379,5
380,3
381,5
382,5
383,9
384,0
385,2
386,1
387,9
388,3
389,10
390,6
391,0
392,7
393,1
394,10
395,5
396,9
397,10
398,3
399,0
400,9
401,5
402,4
403,6
404,6
405,9
406,9
407,6
408,3
409,5
410,10
411,6
412,6
413,3
414,10
415,9
416,3
417,7
418,10
419,6
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,2
595,2
596,2
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
608,2
609,2
610,2
611,2
612,2
613,2
614,2
615,2
616,2
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,2
637,2
638,2
639,2
640,2
641,2
642,2
643,2
644,2
645,2
646,2
647,2
648,2
649,2
650,2
651,2
652,2
653,2
654,2
655,2
656,2
657,2
658,2
659,2
660,2
661,2
662,2
663,2
664,2
665,2
666,2
667,2
668,2
669,3
670,3
671,3
672,3
673,3
674,3
675,3
676,3
677,3
678,3
679,3
680,3
681,3
682,3
683,3
684,3
685,3
686,3
687,3
688,3
689,3
690,3
691,3
692,3
693,3
694,3
695,3
696,3
697,3
698,3
699,3
700,3
701,3
702,3
703,3
704,3
705,3
706,3
707,3
708,3
709,3
710,3
711,3
712,3
713,3
714,3
715,3
716,3
717,3
718,3
719,3
720,3
721,3
722,3
723,3
724,3
725,3
726,3
727,3
728,3
729,3
730,4
731,4
732,4
733,4
734,4
735,4
736,4
737,4
738,4
739,4
740,4
741,4
742,4
743,4
744,4
745,4
746,4
747,4
748,4
749,4
750,4
751,4
752,4
753,4
754,4
755,4
756,4
757,4
758,4
759,4
760,4
761,4
762,4
763,4
764,4
765,4
766,4
767,4
768,4
769,4
770,4
771,4
772,4
773,4
774,4
775,4
776,4
777,4
778,4
779,4
780,4
781,4
782,4
783,4
784,4
785,4
786,4
787,4
788,4
789,4
790,4
791,4
792,4
793,4
794,4
795,4
796,4
797,4
798,4
799,4
800,4
801,4
802,4
803,4
804,4
805,4
806,4
807,4
808,4
809,4
810,4
811,5
812,5
813,5
814,5
815,5
816,5
817,5
818,5
819,5
820,5
821,5
822,5
823,5
824,5
825,5
826,5
827,5
828,5
829,5
830,5
831,5
832,5
833,5
834,5
835,5
836,5
837,5
838,5
839,5
840,5
841,5
842,5
843,5
844,5
845,5
846,5
847,5
848,5
849,6
850,6
851,6
852,6
853,6
854,6
855,6
856,6
857,6
858,6
859,6
860,6
861,6
862,6
863,6
864,6
865,6
866,6
867,6
868,6
869,6
870,6
871,6
872,6
873,6
874,6
875,6
876,6
877,6
878,6
879,6
880,6
881,6
882,6
883,6
884,6
885,6
886,6
887,6
888,6
889,6
890,6
891,6
892,6
893,6
894,6
895,7
896,7
897,7
898,7
899,7
900,7
901,7
902,7
903,7
904,7
905,7
906,7
907,7
908,7
909,7
910,7
911,7
912,7
913,7
914,7
915,7
916,7
917,7
918,7
919,7
920,7
921,7
922,7
923,7
924,7
925,7
926,7
927,7
928,7
929,7
930,7
931,7
932,7
933,7
934,7
935,7
936,7
937,7
938,7
939,7
940,7
941,7
942,7
943,7
944,7
945,7
946,7
947,7
948,7
949,7
950,7
951,7
952,7
953,7
954,7
955,7
956,7
957,7
958,7
959,7
960,7
961,7
962,7
963,7
964,7
965,7
966,7
967,7
968,7
969,7
970,7
971,7
972,7
973,7
974,7
975,7
976,7
977,7
978,7
979,7
980,7
981,7
982,7
983,7
984,7
985,7
986,8
987,8
988,8
989,8
990,8
991,8
992,8
993,8
994,8
995,8
996,8
997,8
998,8
999,8
1000,8
1001,8
1002,8
1003,8
1004,8
1005,8
1006,8
1007,8
1008,8
1009,8
1010,8
1011,8
1012,8
1013,8
1014,8
1015,8
1016,8
1017,8
1018,8
1019,8
1020,8
1021,8
1022,8
1023,8
1024,8
1025,8
1026,8
1027,8
1028,8
1029,8
1030,8
1031,8
1032,8
1033,8
1034,8
1035,8
1036,8
1037,8
1038,8
1039,8
1040,8
1041,8
1042,8
1043,8
1044,8
1045,8
1046,8
1047,8
1048,8
1049,8
1050,8
1051,8
1052,8
1053,8
1054,8
1055,8
1056,8
1057,8
1058,8
1059,8
1060,8
1061,8
1062,8
1063,8
1064,8
1065,8
1066,8
1067,8
1068,10
1069,10
1070,10
1071,10
1072,10
1073,10
1074,10
1075,10
1076,10
1077,10
1078,10
1079,10
1080,10
1081,10
1082,10
1083,10
1084,10
1085,10
1086,10
1087,10
1088,10
1089,10
1090,10
1091,10
1092,10
1093,10
1094,10
1095,10
1096,10
1097,10
1098,10
1099,10
