,Class
0,5
1,9
2,10
3,6
4,10
5,3
6,3
7,6
8,7
9,9
10,6
11,0
12,2
13,6
14,0
15,3
16,6
17,3
18,8
19,2
20,4
21,10
22,9
23,9
24,0
25,5
26,5
27,10
28,5
29,9
30,9
31,5
32,0
33,6
34,10
35,5
36,5
37,10
38,3
39,3
40,6
41,3
42,10
43,9
44,9
45,6
46,10
47,8
48,0
49,10
50,6
51,10
52,3
53,10
54,2
55,5
56,2
57,0
58,3
59,3
60,9
61,6
62,5
63,9
64,10
65,9
66,0
67,5
68,5
69,1
70,9
71,0
72,9
73,5
74,5
75,10
76,1
77,10
78,10
79,9
80,1
81,10
82,9
83,9
84,0
85,8
86,3
87,5
88,0
89,6
90,5
91,9
92,9
93,10
94,10
95,8
96,10
97,5
98,5
99,9
100,10
101,4
102,5
103,4
104,9
105,8
106,9
107,9
108,9
109,9
110,6
111,9
112,4
113,0
114,7
115,2
116,8
117,9
118,1
119,9
120,3
121,10
122,9
123,9
124,9
125,3
126,4
127,7
128,9
129,10
130,9
131,10
132,9
133,9
134,10
135,7
136,9
137,2
138,6
139,9
140,9
141,3
142,6
143,6
144,4
145,5
146,10
147,3
148,5
149,6
150,0
151,7
152,5
153,0
154,9
155,3
156,5
157,10
158,5
159,10
160,0
161,6
162,6
163,6
164,9
165,10
166,6
167,10
168,9
169,5
170,9
171,10
172,3
173,5
174,5
175,9
176,9
177,9
178,9
179,3
180,6
181,3
182,10
183,5
184,10
185,10
186,6
187,9
188,9
189,10
190,9
191,9
192,3
193,9
194,10
195,4
196,5
197,4
198,9
199,10
200,9
201,7
202,9
203,9
204,5
205,6
206,9
207,9
208,3
209,6
210,6
211,5
212,9
213,4
214,9
215,4
216,10
217,5
218,6
219,10
220,9
221,8
222,10
223,10
224,9
225,0
226,5
227,10
228,9
229,5
230,0
231,9
232,4
233,0
234,4
235,4
236,10
237,9
238,9
239,9
240,6
241,3
242,5
243,3
244,5
245,9
246,5
247,10
248,10
249,0
250,6
251,9
252,3
253,5
254,9
255,5
256,8
257,10
258,9
259,6
260,6
261,7
262,10
263,10
264,6
265,3
266,6
267,9
268,9
269,10
270,9
271,6
272,0
273,6
274,5
275,1
276,10
277,8
278,4
279,4
280,5
281,8
282,9
283,10
284,9
285,6
286,9
287,5
288,3
289,7
290,2
291,9
292,8
293,6
294,10
295,5
296,10
297,4
298,9
299,3
300,9
301,1
302,10
303,8
304,6
305,10
306,5
307,5
308,10
309,4
310,4
311,9
312,10
313,1
314,6
315,10
316,3
317,10
318,5
319,0
320,8
321,8
322,3
323,5
324,9
325,9
326,2
327,2
328,5
329,6
330,5
331,5
332,9
333,9
334,9
335,5
336,1
337,2
338,10
339,5
340,8
341,9
342,7
343,1
344,6
345,5
346,6
347,1
348,8
349,3
350,0
351,6
352,6
353,9
354,6
355,9
356,5
357,8
358,1
359,0
360,10
361,6
362,6
363,3
364,3
365,9
366,9
367,4
368,0
369,10
370,10
371,2
372,3
373,6
374,3
375,9
376,3
377,3
378,5
379,6
380,1
381,10
382,10
383,0
384,9
385,6
386,9
387,10
388,9
389,9
390,1
391,6
392,9
393,8
394,6
395,5
396,9
397,9
398,2
399,5
400,5
401,5
402,6
403,5
404,1
405,0
406,5
407,10
408,3
409,3
410,9
