,Class
0,4
1,9
2,5
3,5
4,9
5,8
6,0
7,6
8,7
9,2
10,5
11,5
12,9
13,5
14,5
15,6
16,10
17,5
18,9
19,9
20,9
21,10
22,5
23,5
24,5
25,10
26,4
27,2
28,5
29,10
30,5
31,10
32,0
33,9
34,10
35,9
36,10
37,9
38,9
39,6
40,6
41,7
42,9
43,0
44,3
45,9
46,5
47,10
48,10
49,10
50,6
51,9
52,3
53,1
54,6
55,6
56,6
57,1
58,6
59,3
60,9
61,0
62,10
63,9
64,5
65,3
66,9
67,2
68,9
69,10
70,9
71,3
72,10
73,10
74,4
75,6
76,6
77,6
78,3
79,5
80,9
81,10
82,10
83,5
84,6
85,5
86,5
87,10
88,9
89,8
90,9
91,9
92,8
93,6
94,9
95,9
96,9
97,9
98,6
99,10
100,9
101,2
102,6
103,9
104,10
105,8
106,9
107,3
108,10
109,3
110,4
111,9
112,6
113,5
114,3
115,5
116,5
117,3
118,2
119,8
120,6
121,2
122,0
123,0
124,9
125,5
126,4
127,0
128,8
129,3
130,10
131,7
132,5
133,8
134,8
135,5
136,5
137,5
138,9
139,9
140,10
141,3
142,8
143,9
144,5
145,4
146,6
147,6
148,6
149,6
150,6
151,5
152,9
153,5
154,10
155,9
156,7
157,3
158,10
159,10
160,4
161,3
162,5
163,9
164,9
165,3
166,9
167,3
168,10
169,0
170,10
171,6
172,9
173,9
174,10
175,5
176,9
177,9
178,8
179,6
180,8
181,6
182,3
183,5
184,7
185,5
186,10
187,9
188,3
189,10
190,0
191,8
192,0
193,6
194,9
195,10
196,6
197,9
198,6
199,1
200,9
201,10
202,9
203,10
204,0
205,10
206,2
207,9
208,1
209,3
210,6
211,4
212,0
213,6
214,10
215,0
216,3
217,9
218,5
219,5
220,5
221,9
222,2
223,6
224,5
225,6
226,8
227,9
228,9
229,1
230,10
231,10
232,9
233,5
234,5
235,10
236,6
237,9
238,9
239,9
240,6
241,10
242,10
243,5
244,4
245,9
246,10
247,4
248,9
249,1
250,10
251,0
252,9
253,4
254,1
255,9
256,5
257,6
258,9
259,10
260,10
261,9
262,3
263,6
264,3
265,7
266,9
267,6
268,9
269,1
270,9
271,0
272,6
273,9
274,9
275,3
276,5
277,3
278,9
279,9
280,6
281,9
282,3
283,9
284,4
285,10
286,9
287,6
288,10
289,10
290,5
291,0
292,3
293,6
294,10
295,9
296,9
297,4
298,10
299,5
300,0
301,10
302,9
303,9
304,10
305,3
306,5
307,9
308,9
309,0
310,2
311,5
312,1
313,9
314,9
315,6
316,9
317,8
318,10
319,1
320,5
321,10
322,5
323,10
324,4
325,2
326,10
327,1
328,8
329,9
330,5
331,3
332,9
333,3
334,3
335,9
336,0
337,6
338,1
339,0
340,5
341,6
342,0
343,4
344,4
345,5
346,10
347,3
348,5
349,0
350,10
351,5
352,6
353,3
354,4
355,9
356,8
357,5
358,9
359,9
360,4
361,6
362,8
363,10
364,10
365,3
366,10
367,9
368,9
369,9
370,5
371,10
372,9
373,10
374,9
375,8
376,5
377,7
378,2
379,5
380,3
381,5
382,5
383,9
384,0
385,2
386,1
387,9
388,3
389,10
390,6
391,0
392,7
393,1
394,10
395,5
396,9
397,10
398,3
399,0
400,9
401,5
402,4
403,6
404,6
405,9
406,9
407,6
408,3
409,5
410,10
411,6
412,6
413,3
414,10
415,9
416,3
417,7
418,10
419,6
