,Class
0,9
1,9
2,9
3,6
4,6
5,10
6,6
7,6
8,4
9,2
10,10
11,10
12,2
13,6
14,6
15,9
16,2
17,9
18,3
19,10
20,9
21,9
22,6
23,10
24,5
25,9
26,5
27,2
28,3
29,6
30,5
31,0
32,9
33,7
34,10
35,1
36,4
37,5
38,3
39,5
40,5
41,1
42,5
43,6
44,3
45,9
46,0
47,9
48,5
49,10
50,9
51,10
52,3
53,10
54,9
55,10
56,4
57,5
58,9
59,10
60,3
61,9
62,3
63,9
64,1
65,8
66,10
67,6
68,7
69,10
70,6
71,10
72,1
73,4
74,5
75,10
76,6
77,6
78,9
79,10
80,9
81,3
82,2
83,6
84,9
85,9
86,9
87,9
88,10
89,1
90,6
91,5
92,10
93,0
94,2
95,1
96,7
97,10
98,3
99,3
100,1
101,3
102,3
103,5
104,10
105,9
106,8
107,5
108,9
109,1
110,6
111,1
112,4
113,9
114,10
115,5
116,2
117,6
118,5
119,3
120,9
121,9
122,3
123,5
124,9
125,6
126,10
127,9
128,6
129,10
130,10
131,8
132,5
133,8
134,0
135,4
136,6
137,5
138,9
139,10
140,6
141,9
142,9
143,6
144,3
145,9
146,9
147,8
148,1
149,5
150,5
151,6
152,10
153,9
154,10
155,8
156,0
157,9
158,6
159,9
160,8
161,10
162,9
163,9
164,3
165,5
166,3
167,6
168,9
169,10
170,3
171,10
172,3
173,9
174,6
175,7
176,6
177,9
178,10
179,6
180,6
181,10
182,9
183,4
184,9
185,0
186,10
187,10
188,9
189,10
190,9
191,9
192,0
193,10
194,9
195,9
196,5
197,5
198,6
199,0
200,7
201,4
202,5
203,6
204,5
205,5
206,9
207,3
208,9
209,4
210,10
211,6
212,10
213,0
214,5
215,9
216,5
217,9
218,0
219,2
220,9
221,8
222,10
223,10
224,6
225,5
226,3
227,2
228,9
229,6
230,4
231,3
232,9
233,9
234,9
235,6
236,7
237,5
238,10
239,10
240,3
241,4
242,10
243,9
244,8
245,9
246,0
247,10
248,9
249,9
250,5
251,10
252,9
253,9
254,10
255,1
256,8
257,10
258,10
259,8
260,5
261,9
262,5
263,9
264,6
265,4
266,3
267,10
268,3
269,10
270,8
271,5
272,6
273,3
274,9
275,3
276,9
277,4
278,2
279,9
280,5
281,5
282,9
283,9
284,9
285,10
286,10
287,8
288,6
289,9
290,1
291,5
292,5
293,6
294,6
295,5
296,3
297,5
298,6
299,6
300,5
301,8
302,10
303,9
304,4
305,1
306,10
307,0
308,0
309,10
310,9
311,9
312,0
313,9
314,4
315,6
316,5
317,6
318,10
319,6
320,4
321,9
322,3
323,8
324,10
325,9
326,2
327,5
328,10
329,9
330,5
331,3
332,6
333,0
334,10
335,7
336,10
337,5
338,4
339,3
340,9
341,0
342,5
343,10
344,3
345,9
346,5
347,8
348,5
349,5
350,0
351,10
352,10
353,5
354,6
355,7
356,6
357,5
358,5
359,0
360,6
361,4
362,3
363,5
364,9
365,3
366,9
367,2
368,10
369,5
370,0
371,9
372,5
373,10
374,0
375,9
376,6
377,5
378,4
379,5
380,0
381,9
382,6
383,1
384,9
385,9
386,8
387,5
388,5
389,10
390,3
391,8
392,10
393,9
394,7
395,6
396,0
397,9
398,0
399,9
400,5
401,6
402,10
403,3
404,9
405,0
406,3
407,9
408,9
409,6
410,9
411,9
412,3
413,5
414,3
415,5
416,0
417,9
418,9
419,9
