,Class
0,0
1,4
2,6
3,9
4,9
5,9
6,10
7,9
8,2
9,10
10,9
11,2
12,10
13,5
14,6
15,9
16,3
17,8
18,5
19,10
20,6
21,6
22,9
23,1
24,4
25,9
26,4
27,9
28,1
29,8
30,3
31,9
32,10
33,8
34,6
35,8
36,8
37,1
38,0
39,5
40,10
41,9
42,10
43,3
44,9
45,6
46,4
47,9
48,5
49,7
50,9
51,5
52,10
53,10
54,9
55,10
56,8
57,10
58,0
59,9
60,0
61,0
62,3
63,10
64,3
65,5
66,8
67,9
68,5
69,9
70,9
71,10
72,3
73,5
74,9
75,0
76,3
77,9
78,9
79,9
80,6
81,3
82,5
83,3
84,10
85,5
86,10
87,4
88,10
89,5
90,10
91,3
92,9
93,0
94,5
95,3
96,9
97,6
98,0
99,9
100,8
101,9
102,5
103,10
104,10
105,9
106,5
107,9
108,9
109,6
110,9
111,5
112,10
113,4
114,9
115,4
116,0
117,5
118,6
119,3
120,9
121,5
122,9
123,2
124,9
125,9
126,9
127,9
128,4
129,0
130,10
131,5
132,9
133,5
134,9
135,9
136,10
137,7
138,10
139,5
140,6
141,6
142,5
143,5
144,0
145,10
146,9
147,5
148,5
149,2
150,9
151,5
152,4
153,0
154,0
155,10
156,6
157,3
158,7
159,5
160,5
161,5
162,9
163,3
164,5
165,1
166,9
167,9
168,5
169,1
170,7
171,7
172,0
173,3
174,6
175,1
176,10
177,10
178,9
179,9
180,1
181,3
182,9
183,5
184,5
185,5
186,10
187,8
188,2
189,6
190,6
191,4
192,3
193,3
194,2
195,9
196,5
197,9
198,5
199,9
200,5
201,5
202,6
203,0
204,8
205,3
206,6
207,6
208,7
209,8
210,4
211,10
212,10
213,6
214,9
215,7
216,8
217,9
218,10
219,9
220,3
221,10
222,6
223,3
224,10
225,10
226,3
227,8
228,2
229,9
230,3
231,1
232,0
233,5
234,8
235,3
236,6
237,5
238,10
239,10
240,0
241,1
242,6
243,9
244,3
245,5
246,4
247,9
248,9
249,6
250,6
251,9
252,6
253,9
254,5
255,9
256,2
257,5
258,6
259,3
260,0
261,3
262,9
263,6
264,9
265,5
266,9
267,6
268,1
269,5
270,3
271,6
272,6
273,4
274,0
275,10
276,8
277,10
278,6
279,9
280,6
281,10
282,6
283,6
284,10
285,3
286,10
287,5
288,0
289,4
290,10
291,9
292,9
293,5
294,2
295,6
296,9
297,0
298,7
299,9
300,10
301,3
302,9
303,10
304,10
305,10
306,5
307,10
308,6
309,4
310,9
311,10
312,10
313,9
314,6
315,3
316,6
317,10
318,6
319,3
320,6
321,2
322,6
323,6
324,5
325,9
326,6
327,10
328,3
329,5
330,6
331,9
332,5
333,9
334,0
335,3
336,9
337,9
338,0
339,7
340,9
341,6
342,9
343,9
344,10
345,10
346,9
347,4
348,5
349,3
350,6
351,10
352,5
353,9
354,4
355,10
356,8
357,9
358,9
359,10
360,9
361,9
362,5
363,5
364,10
365,5
366,6
367,10
368,10
369,9
370,9
371,5
372,3
373,10
374,3
375,10
376,9
377,3
378,9
379,6
380,2
381,6
382,9
383,5
384,1
385,5
386,9
387,5
388,5
389,0
390,10
391,5
392,9
393,4
394,4
395,3
396,9
397,1
398,1
399,9
400,9
401,10
402,8
403,1
404,2
405,6
406,9
407,6
408,10
409,8
410,10
411,5
412,6
413,10
414,9
415,6
416,0
417,9
418,10
419,10
