,Class
0,0
1,4
2,9
3,6
4,6
5,6
6,6
7,9
8,5
9,9
10,9
11,5
12,5
13,8
14,9
15,6
16,4
17,10
18,7
19,10
20,9
21,4
22,9
23,10
24,10
25,1
26,0
27,6
28,4
29,0
30,8
31,10
32,6
33,9
34,10
35,8
36,5
37,5
38,10
39,10
40,3
41,6
42,9
43,9
44,9
45,6
46,6
47,9
48,10
49,5
50,5
51,8
52,9
53,5
54,5
55,4
56,8
57,10
58,3
59,9
60,9
61,6
62,6
63,3
64,9
65,10
66,1
67,6
68,9
69,1
70,6
71,3
72,9
73,9
74,6
75,1
76,5
77,10
78,9
79,8
80,3
81,5
82,9
83,5
84,9
85,9
86,10
87,6
88,10
89,10
90,10
91,9
92,10
93,5
94,3
95,3
96,0
97,3
98,9
99,9
100,6
101,9
102,8
103,3
104,6
105,10
106,1
107,6
108,5
109,9
110,10
111,6
112,3
113,9
114,3
115,4
116,10
117,9
118,9
119,1
120,6
121,9
122,1
123,0
124,6
125,0
126,8
127,10
128,10
129,9
130,6
131,3
132,3
133,9
134,10
135,10
136,5
137,2
138,6
139,9
140,10
141,10
142,6
143,6
144,6
145,5
146,5
147,0
148,10
149,3
150,9
151,6
152,2
153,5
154,6
155,2
156,10
157,9
158,9
159,4
160,9
161,5
162,5
163,5
164,4
165,7
166,9
167,10
168,4
169,9
170,3
171,9
172,9
173,8
174,5
175,9
176,10
177,5
178,6
179,6
180,6
181,5
182,10
183,9
184,9
185,9
186,5
187,6
188,0
189,2
190,9
191,7
192,3
193,10
194,4
195,0
196,9
197,10
198,6
199,6
200,5
201,6
202,5
203,9
204,9
205,3
206,8
207,9
208,5
209,10
210,5
211,8
212,3
213,9
214,7
215,10
216,2
217,9
218,5
219,5
220,5
221,2
222,1
223,10
224,6
225,5
226,5
227,5
228,9
229,6
230,8
231,10
232,9
233,10
234,7
235,10
236,9
237,5
238,5
239,9
240,9
241,3
242,5
243,10
244,10
245,3
246,8
247,9
248,3
249,9
250,5
251,10
252,3
253,5
254,9
255,10
256,5
257,2
258,4
259,5
260,0
261,4
262,9
263,9
264,10
265,9
266,9
267,6
268,3
269,8
270,9
271,9
272,2
273,9
274,9
275,5
276,5
277,3
278,10
279,0
280,6
281,3
282,6
283,3
284,7
285,5
286,6
287,10
288,1
289,9
290,3
291,3
292,9
293,10
294,1
295,3
296,5
297,10
298,9
299,0
300,10
301,10
302,3
303,3
304,6
305,9
306,9
307,3
308,9
309,4
310,9
311,10
312,5
313,3
314,9
315,9
316,1
317,5
318,5
319,0
320,5
321,0
322,10
323,5
324,4
325,5
326,10
327,9
328,10
329,5
330,1
331,10
332,9
333,7
334,5
335,3
336,9
337,10
338,6
339,0
340,9
341,9
342,2
343,9
344,4
345,10
346,6
347,4
348,1
349,5
350,0
351,5
352,8
353,6
354,5
355,2
356,10
357,10
358,0
359,4
360,0
361,1
362,10
363,3
364,9
365,7
366,6
367,10
368,6
369,10
370,9
371,9
372,9
373,0
374,0
375,2
376,10
377,10
378,8
379,4
380,3
381,6
382,6
383,9
384,9
385,5
386,9
387,8
388,0
389,4
390,9
391,3
392,10
393,10
394,9
395,9
396,3
397,5
398,0
399,3
400,9
401,2
402,0
403,6
404,9
405,6
406,9
407,5
408,6
409,9
410,5
411,5
412,10
413,7
414,0
415,9
416,8
417,0
418,10
419,6
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,2
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,2
595,2
596,2
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,2
605,2
606,2
