,Class
0,9
1,9
2,6
3,10
4,3
5,9
6,4
7,9
8,6
9,3
10,3
11,10
12,9
13,4
14,8
15,9
16,5
17,10
18,5
19,0
20,10
21,10
22,5
23,10
24,0
25,10
26,10
27,6
28,10
29,3
30,8
31,3
32,5
33,3
34,5
35,0
36,10
37,9
38,0
39,10
40,10
41,6
42,6
43,5
44,10
45,6
46,5
47,8
48,6
49,5
50,9
51,6
52,5
53,9
54,3
55,9
56,3
57,0
58,5
59,1
60,6
61,0
62,2
63,6
64,1
65,5
66,9
67,10
68,5
69,0
70,9
71,5
72,9
73,8
74,9
75,1
76,5
77,1
78,6
79,6
80,10
81,5
82,5
83,9
84,2
85,4
86,0
87,9
88,10
89,9
90,3
91,5
92,10
93,10
94,6
95,3
96,9
97,9
98,1
99,10
100,6
101,10
102,4
103,10
104,6
105,10
106,5
107,8
108,3
109,5
110,4
111,8
112,5
113,9
114,6
115,6
116,0
117,5
118,0
119,4
120,10
121,5
122,9
123,9
124,3
125,6
126,9
127,6
128,4
129,5
130,9
131,8
132,6
133,3
134,6
135,6
136,9
137,5
138,7
139,9
140,9
141,9
142,3
143,0
144,4
145,9
146,10
147,9
148,9
149,9
150,7
151,2
152,3
153,4
154,9
155,9
156,6
157,10
158,3
159,5
160,0
161,10
162,7
163,3
164,2
165,5
166,10
167,6
168,9
169,9
170,1
171,2
172,6
173,3
174,10
175,9
176,6
177,3
178,9
179,9
180,10
181,1
182,9
183,3
184,10
185,6
186,4
187,9
188,10
189,6
190,5
191,5
192,6
193,10
194,9
195,0
196,9
197,9
198,6
199,9
200,1
201,3
202,7
203,10
204,8
205,9
206,5
207,5
208,5
209,3
210,6
211,0
212,1
213,10
214,9
215,6
216,10
217,5
218,9
219,10
220,10
221,3
222,8
223,2
224,9
225,1
226,7
227,7
228,0
229,10
230,5
231,9
232,6
233,9
234,10
235,8
236,10
237,6
238,9
239,9
240,3
241,3
242,5
243,5
244,0
245,9
246,5
247,9
248,10
249,10
250,5
251,8
252,1
253,9
254,3
255,8
256,10
257,0
258,6
259,10
260,5
261,10
262,2
263,9
264,6
265,3
266,6
267,5
268,6
269,10
270,5
271,9
272,10
273,5
274,6
275,10
276,6
277,3
278,9
279,6
280,9
281,5
282,9
283,10
284,3
285,6
286,9
287,10
288,3
289,3
290,9
291,5
