,Class
0,6
1,9
2,3
3,6
4,0
5,5
6,3
7,5
8,7
9,10
10,9
11,4
12,5
13,10
14,5
15,10
16,10
17,10
18,9
19,6
20,5
21,6
22,7
23,1
24,5
25,9
26,0
27,9
28,0
29,10
30,7
31,9
32,4
33,3
34,9
35,9
36,9
37,6
38,1
39,5
40,9
41,10
42,3
43,9
44,9
45,10
46,3
47,6
48,10
49,4
50,9
51,10
52,6
53,9
54,7
55,4
56,10
57,10
58,8
59,9
60,10
61,5
62,3
63,5
64,9
65,10
66,3
67,10
68,3
69,9
70,9
71,3
72,1
73,3
74,10
75,3
76,5
77,0
78,10
79,2
80,4
81,10
82,10
83,9
84,6
85,9
86,6
87,5
88,5
89,10
90,7
91,0
92,9
93,3
94,9
95,9
96,4
97,5
98,3
99,3
100,3
101,3
102,6
103,3
104,10
105,3
106,0
107,8
108,9
109,10
110,0
111,1
112,10
113,5
114,3
115,6
116,1
117,0
118,5
119,8
120,5
121,3
122,10
123,10
124,8
125,9
126,5
127,3
128,6
129,8
130,1
131,1
132,6
133,3
134,6
135,3
136,5
137,0
138,4
139,9
140,5
141,6
142,10
143,3
144,2
145,9
146,10
147,10
148,6
149,10
150,2
151,5
152,4
153,9
154,9
155,10
156,6
157,10
158,3
159,0
160,9
161,4
162,10
163,9
164,0
165,5
166,1
167,5
168,9
169,5
170,10
171,9
172,1
173,9
174,3
175,9
176,9
177,6
178,0
179,9
180,1
181,4
182,5
183,9
184,8
185,0
186,9
187,3
188,10
189,0
190,10
191,6
192,4
193,5
194,6
195,7
196,9
197,5
198,5
199,9
200,6
201,5
202,9
203,9
204,8
205,0
206,6
207,2
208,9
209,6
210,3
211,9
212,6
213,1
214,10
215,9
216,8
217,10
218,8
219,4
220,9
221,10
222,9
223,0
224,10
225,5
226,10
227,3
228,9
229,10
230,6
231,4
232,8
233,7
234,6
235,0
236,10
237,5
238,10
239,9
240,9
241,2
242,9
243,2
244,9
245,6
246,5
247,9
248,6
249,9
250,3
251,10
252,8
253,4
254,4
255,5
256,1
257,3
258,5
259,9
260,6
261,5
262,6
263,9
