,Class
0,9
1,0
2,9
3,6
4,3
5,8
6,4
7,9
8,2
9,6
10,9
11,2
12,3
13,10
14,7
15,6
16,5
17,9
18,5
19,10
20,3
21,1
22,2
23,0
24,9
25,5
26,6
27,10
28,3
29,9
30,5
31,9
32,9
33,1
34,9
35,1
36,4
37,0
38,9
39,6
40,3
41,9
42,10
43,9
44,3
45,0
46,9
47,10
48,3
49,5
50,7
51,5
52,6
53,9
54,10
55,10
56,10
57,9
58,9
59,9
60,9
61,9
62,9
63,5
64,10
65,5
66,6
67,6
68,5
69,2
70,7
71,9
72,5
73,5
74,5
75,9
76,4
77,9
78,6
79,1
80,9
81,5
82,10
83,3
84,5
85,5
86,9
87,6
88,3
89,10
90,5
91,5
92,10
93,10
94,6
95,9
96,10
97,5
98,8
99,3
100,9
101,7
102,6
103,5
104,5
105,4
106,6
107,6
108,9
109,5
110,10
111,6
112,0
113,10
114,9
115,6
116,5
117,2
118,10
119,9
120,3
121,0
122,6
123,6
124,6
125,3
126,6
127,3
128,0
129,5
130,5
131,9
132,3
133,1
134,9
135,8
136,10
137,9
138,9
139,4
140,0
141,5
142,9
143,5
144,5
145,9
146,6
147,4
148,3
149,8
150,10
151,5
152,10
153,6
154,3
155,3
156,9
157,4
158,4
159,9
160,6
161,5
162,10
163,6
164,6
165,10
166,7
167,6
168,2
169,9
170,9
171,5
172,10
173,9
174,8
175,6
176,3
177,3
178,6
179,9
180,0
181,8
182,9
183,9
184,10
185,9
186,3
187,0
188,10
189,5
190,8
191,9
192,9
193,10
194,9
195,7
196,10
197,6
198,1
199,9
200,6
201,5
202,3
203,8
204,5
205,6
206,9
207,10
208,9
209,1
210,3
211,2
212,5
213,4
214,5
215,5
216,10
217,4
218,9
219,3
220,1
221,5
222,0
223,6
224,10
225,5
226,5
227,9
228,10
229,10
230,10
231,10
232,10
233,3
234,9
235,10
236,9
237,5
238,6
239,6
240,10
241,9
242,2
243,1
244,4
245,10
246,9
247,6
248,5
249,2
250,3
251,9
252,3
253,10
254,5
255,10
256,9
257,3
258,10
259,3
260,4
261,8
262,10
263,10
264,9
265,6
266,10
267,8
268,9
269,9
270,8
271,5
272,6
273,9
274,9
275,3
276,9
277,9
278,9
279,0
280,6
281,1
282,0
283,9
284,10
285,0
286,0
287,10
288,9
289,9
290,6
291,3
292,5
293,6
294,5
295,10
296,3
297,10
298,9
299,5
300,10
301,4
302,9
303,7
304,9
305,8
306,1
307,8
308,9
309,1
310,5
311,5
312,0
313,10
314,9
315,9
316,10
317,2
318,8
319,0
320,0
321,9
322,10
323,9
324,6
325,9
326,9
327,9
328,5
329,8
330,7
331,5
332,5
333,8
334,6
335,10
336,5
337,10
338,9
339,1
340,5
341,8
342,10
343,0
344,10
345,9
346,0
347,9
348,5
349,4
350,9
351,3
352,5
353,9
354,5
355,4
356,9
357,3
358,5
359,2
360,10
361,6
362,10
363,6
364,0
365,7
366,0
367,0
368,10
369,4
370,0
371,9
372,9
373,6
374,6
375,5
376,6
377,6
378,4
379,3
380,3
381,9
382,9
383,6
384,10
385,10
386,9
387,4
388,10
389,6
390,9
391,9
392,5
393,6
394,4
395,0
396,6
397,2
398,10
399,10
400,10
401,9
402,1
403,6
404,3
405,6
406,3
407,9
408,9
409,8
410,5
411,9
412,3
413,5
414,9
415,10
416,5
417,10
418,10
419,3
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,2
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,2
595,2
596,2
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
608,2
609,2
610,2
611,2
612,2
613,2
614,2
615,2
616,2
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,2
637,2
638,2
639,2
640,2
641,2
642,2
643,2
644,2
645,2
646,2
647,2
648,2
649,2
650,2
651,2
652,2
653,2
654,2
655,2
656,2
657,2
658,2
659,2
660,2
661,2
662,2
663,2
664,2
665,2
666,2
667,2
668,2
669,3
670,3
671,3
672,3
673,3
674,3
675,3
676,3
677,3
678,3
679,3
680,3
681,3
682,3
