,Class
0,3
1,10
2,9
3,5
4,5
5,5
6,10
7,6
8,9
9,9
10,8
11,9
12,10
13,4
14,9
15,6
16,5
17,10
18,8
19,3
20,10
21,9
22,5
23,10
24,3
25,5
26,9
27,5
28,8
29,5
30,10
31,6
32,1
33,5
34,10
35,9
36,9
37,3
38,0
39,10
40,2
41,0
42,10
43,6
44,0
45,6
46,9
47,5
48,8
49,10
50,8
51,6
52,5
53,0
54,9
55,7
56,5
57,10
58,5
59,9
60,5
61,8
62,9
63,9
64,4
65,9
66,3
67,2
68,6
69,7
70,7
71,6
72,4
73,9
74,10
75,10
76,10
77,3
78,7
79,9
80,9
81,5
82,6
83,9
84,9
85,10
86,10
87,10
88,6
89,4
90,0
91,8
92,9
93,6
94,9
95,9
96,4
97,9
98,5
99,9
100,8
101,5
102,6
103,4
104,6
105,10
106,9
107,4
108,9
109,10
110,6
111,6
112,9
113,0
114,10
115,10
116,0
117,9
118,8
119,6
120,10
121,5
122,7
123,3
124,9
125,9
126,3
127,10
128,3
129,10
130,10
131,1
132,10
133,6
134,10
135,7
136,5
137,10
138,5
139,5
140,10
141,0
142,3
143,5
144,0
145,10
146,1
147,6
148,1
149,9
150,9
151,10
152,3
153,4
154,9
155,9
156,5
157,6
158,9
159,5
160,9
161,6
162,1
163,9
164,10
165,6
166,0
167,9
168,10
169,5
170,9
171,9
172,9
173,6
174,9
175,10
176,9
177,6
178,5
179,6
180,10
181,6
182,4
183,0
184,4
185,10
186,3
187,6
188,10
189,8
190,5
191,9
192,10
193,2
194,9
195,2
196,9
197,2
198,2
199,10
200,8
201,9
202,4
203,10
204,5
205,3
206,10
207,9
208,5
209,2
210,5
211,6
212,5
213,5
214,9
215,10
216,0
217,0
218,3
219,6
220,10
221,6
222,5
223,10
224,8
225,6
226,5
227,2
228,6
229,6
230,3
231,3
232,6
233,6
234,9
235,3
236,9
237,4
238,8
239,6
240,6
241,5
242,10
243,6
244,9
245,9
246,9
247,10
248,0
249,4
250,9
251,9
252,10
253,3
254,5
255,5
256,5
257,3
258,5
259,4
260,0
261,9
262,4
263,9
264,9
265,8
266,10
267,3
268,5
269,9
270,2
271,5
272,3
273,8
274,0
275,0
276,9
277,9
278,1
279,9
280,10
281,5
282,8
283,5
284,9
285,9
286,3
287,9
288,7
289,5
290,9
291,10
292,0
293,9
294,7
295,3
296,5
297,3
298,3
299,9
300,10
301,9
302,10
303,3
304,1
305,0
306,5
307,4
308,0
309,3
310,5
311,9
312,6
313,8
314,9
315,3
316,10
317,10
318,9
319,1
320,5
321,3
322,9
323,10
324,3
325,3
326,3
327,9
328,9
329,3
330,0
331,10
332,1
333,3
334,5
335,9
336,9
337,6
338,9
339,9
340,2
341,3
342,10
343,10
344,6
345,5
346,5
347,10
348,6
349,9
350,2
351,5
352,0
353,10
354,5
355,9
356,9
357,9
358,0
359,1
360,3
361,5
362,5
363,10
364,3
365,9
366,9
367,3
368,1
369,9
370,2
371,1
372,10
373,9
374,5
375,6
376,6
377,4
378,6
379,10
380,9
381,1
382,0
383,6
384,4
385,4
386,9
387,5
388,9
389,10
390,0
391,10
392,5
393,10
394,8
395,9
396,7
397,6
398,9
399,5
400,3
401,6
402,10
403,9
404,9
405,5
406,6
407,5
408,6
409,6
410,9
411,9
412,5
413,6
414,6
415,1
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,2
578,2
579,2
580,2
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,2
595,2
596,2
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
608,2
609,2
610,2
611,2
612,2
613,2
614,2
615,2
616,2
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,2
637,2
638,2
639,2
640,2
641,2
642,2
643,2
644,2
645,2
646,2
647,2
648,2
649,2
650,2
651,2
652,2
653,2
654,2
655,2
656,2
657,2
658,2
659,2
660,2
661,2
662,2
663,2
664,2
665,3
666,3
667,3
668,3
669,3
670,3
671,3
672,3
673,3
674,3
675,3
676,3
677,3
678,3
679,3
680,3
681,3
682,3
683,3
684,3
685,3
686,3
687,3
688,3
689,3
690,3
691,3
692,3
693,3
694,3
695,3
696,3
697,3
698,3
699,3
700,3
701,3
702,3
703,3
704,3
705,3
706,3
707,3
708,3
709,3
710,3
711,3
712,3
713,3
714,3
715,3
716,3
717,3
718,3
719,3
720,3
721,3
722,3
723,3
724,3
725,3
726,4
727,4
728,4
729,4
730,4
731,4
732,4
733,4
734,4
735,4
736,4
737,4
738,4
739,4
740,4
741,4
742,4
743,4
744,4
745,4
746,4
747,4
748,4
749,4
750,4
751,4
752,4
753,4
754,4
755,4
756,4
757,4
758,4
759,4
760,4
761,4
762,4
763,4
764,4
765,4
766,4
767,4
768,4
769,4
770,4
771,4
772,4
773,4
774,4
775,4
776,4
777,4
778,4
779,4
780,4
