,Class
0,5
1,8
2,9
3,7
4,6
5,9
6,1
7,10
8,8
9,9
10,10
11,10
12,5
13,9
14,4
15,2
16,9
17,5
18,8
19,10
20,9
21,9
22,9
23,9
24,4
25,3
26,6
27,6
28,9
29,6
30,5
31,10
32,9
33,5
34,6
35,8
36,0
37,0
38,6
39,9
40,3
41,10
42,10
43,9
44,5
45,10
46,9
47,4
48,3
49,2
50,1
51,9
52,3
53,4
54,10
55,2
56,5
57,9
58,10
59,6
60,4
61,10
62,10
63,1
64,3
65,9
66,5
67,0
68,9
69,9
70,5
71,5
72,8
73,9
74,6
75,10
76,3
77,5
78,4
79,10
80,5
81,6
82,10
83,5
84,6
85,10
86,10
87,9
88,3
89,9
90,10
91,9
92,6
93,9
94,10
95,10
96,10
97,4
98,9
99,10
100,10
101,10
102,9
103,5
104,5
105,9
106,10
107,5
108,10
109,9
110,7
111,5
112,6
113,6
114,6
115,10
116,2
117,3
118,3
119,10
120,3
121,3
122,0
123,3
124,5
125,5
126,1
127,10
128,9
129,5
130,10
131,10
132,2
133,6
134,5
135,5
136,9
137,6
138,6
139,7
140,9
141,9
142,9
143,4
144,6
145,9
146,9
147,0
148,0
149,6
150,3
151,3
152,5
153,9
154,7
155,6
156,7
157,5
158,9
159,9
160,8
161,6
162,10
163,6
164,6
165,0
166,9
167,8
168,9
169,10
170,10
171,6
172,6
173,3
174,10
175,6
176,3
177,0
178,0
179,10
180,5
181,7
182,0
183,6
184,7
185,5
186,1
187,6
188,4
189,6
190,3
191,9
192,10
193,9
194,9
195,5
196,9
197,1
198,3
199,9
200,1
201,9
202,9
203,3
204,9
205,9
206,6
207,5
208,9
209,4
210,5
211,10
212,2
213,9
214,9
215,0
216,5
217,9
218,10
219,9
220,6
221,8
222,9
223,2
224,6
225,5
226,9
227,9
228,3
229,3
230,10
231,3
232,0
233,10
234,6
235,5
236,9
237,8
238,0
239,5
240,10
241,10
242,3
243,9
244,5
245,2
246,0
247,8
248,2
249,10
250,10
251,3
252,9
253,5
254,9
255,0
256,0
257,5
258,9
259,9
260,9
261,5
262,9
263,3
264,6
265,9
266,6
267,9
268,8
269,9
270,9
271,10
272,5
273,1
274,1
275,10
276,5
277,6
278,3
279,4
280,10
281,10
282,4
283,6
284,5
285,9
286,5
287,5
288,5
289,10
290,9
291,9
292,10
293,5
294,9
295,5
296,5
297,2
298,8
299,9
300,10
301,8
302,9
303,5
304,1
305,0
306,9
307,9
308,4
309,9
310,3
311,9
312,10
313,1
314,4
315,1
316,9
317,4
318,9
319,9
320,3
321,1
322,9
323,9
324,5
325,5
326,6
327,0
328,10
329,10
330,3
331,9
332,10
333,0
334,8
335,7
336,0
337,9
338,8
339,3
340,10
341,5
342,3
343,5
344,6
345,9
346,9
347,8
348,6
349,9
350,3
351,1
352,10
353,10
354,6
355,5
356,5
357,9
358,5
359,10
360,8
361,6
362,5
363,10
364,8
365,9
366,6
367,5
368,3
369,9
370,6
371,10
372,0
373,5
374,9
375,3
376,0
377,6
378,10
379,3
380,6
381,6
382,9
383,9
384,5
385,7
386,3
387,10
388,10
389,9
390,9
391,5
392,9
393,5
394,6
395,6
396,10
397,6
398,4
399,2
400,0
401,3
402,3
403,5
404,10
405,6
406,6
407,6
408,0
409,0
410,6
411,2
412,4
413,9
414,4
415,4
416,5
417,9
418,3
419,10
