,Class
0,9
1,10
2,9
3,6
4,10
5,9
6,6
7,3
8,0
9,6
10,10
11,3
12,9
13,5
14,10
15,6
16,10
17,10
18,9
19,3
20,3
21,9
22,6
23,10
24,7
25,8
26,6
27,9
28,5
29,3
30,5
31,5
32,3
33,9
34,3
35,5
36,0
37,10
38,10
39,3
40,10
41,1
42,9
43,4
44,10
45,2
46,1
47,6
48,4
49,10
50,6
51,10
52,6
53,10
54,0
55,1
56,9
57,10
58,0
59,9
60,6
61,9
62,4
63,9
64,10
65,6
66,6
67,6
68,4
69,0
70,9
71,5
72,8
73,10
74,10
75,9
76,1
77,6
78,7
79,10
80,3
81,5
82,5
83,5
84,9
85,3
86,6
87,3
88,10
89,7
90,8
91,6
92,9
93,10
94,10
95,9
96,10
97,2
98,9
99,9
100,4
101,5
102,9
103,10
104,4
105,9
106,10
107,10
108,5
109,2
110,3
111,6
112,10
113,9
114,10
115,5
116,6
117,9
118,10
119,9
120,5
121,5
122,10
123,3
124,5
125,5
126,2
127,9
128,10
129,4
130,0
131,6
132,5
133,6
134,0
135,6
136,5
137,10
138,8
139,10
140,5
141,9
142,9
143,9
144,8
145,3
146,5
147,8
148,3
149,6
150,6
151,5
152,10
153,9
154,9
155,6
156,2
157,6
158,5
159,9
160,5
161,10
162,5
163,6
164,10
165,1
166,9
167,8
168,6
169,4
170,6
171,0
172,9
173,9
174,10
175,10
176,10
177,2
178,0
179,5
180,10
181,0
182,0
183,9
184,10
185,0
186,9
187,6
188,5
189,0
190,6
191,5
192,10
193,9
194,5
195,9
196,3
197,8
198,3
199,5
200,9
201,9
202,3
203,9
204,9
205,4
206,5
207,2
208,3
209,10
210,9
211,5
212,1
213,4
214,3
215,0
216,10
217,9
218,1
219,9
220,10
221,9
222,7
223,8
224,6
225,9
226,10
227,9
228,3
229,5
230,9
231,9
232,10
233,10
234,9
235,5
236,3
237,8
238,9
239,9
240,4
241,9
242,9
243,9
244,5
245,9
246,5
247,0
248,9
249,10
250,0
251,9
252,9
253,6
254,9
255,8
256,9
257,9
258,6
259,3
260,7
261,9
262,10
263,5
264,5
265,1
266,0
267,8
268,5
269,3
270,5
271,9
272,8
273,10
274,3
275,7
276,6
277,8
278,5
279,5
280,3
281,8
282,0
283,6
284,6
285,3
286,3
287,5
288,8
289,10
290,9
291,1
292,9
293,5
294,2
295,6
296,1
297,9
298,5
299,1
300,0
301,10
302,6
303,5
304,9
305,6
306,3
307,2
308,9
309,0
310,9
311,10
312,5
313,9
314,10
315,7
316,9
317,9
318,4
319,4
320,9
321,5
322,9
323,9
324,3
325,9
326,6
327,3
328,9
329,6
330,0
331,9
332,2
333,10
334,5
335,9
336,9
337,6
338,9
339,7
340,10
341,10
342,2
343,1
344,6
345,9
346,5
347,1
348,4
349,0
350,0
351,9
352,3
353,3
354,6
355,9
356,6
357,10
358,10
359,9
360,9
361,0
362,9
363,6
364,0
365,8
366,9
367,9
368,5
369,3
370,6
371,5
372,5
373,6
374,8
375,5
376,9
377,10
378,7
379,4
380,1
381,5
382,5
383,9
384,3
385,9
386,5
387,6
388,9
389,6
390,3
391,5
392,10
393,3
394,5
395,6
396,2
397,6
398,9
399,9
400,9
401,10
402,10
403,9
404,4
405,10
406,6
407,5
408,4
409,4
410,5
411,10
412,5
413,4
414,3
415,3
416,10
417,6
418,5
419,10
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,2
585,2
586,2
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,2
595,2
596,2
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
608,2
609,2
610,2
611,2
612,2
613,2
614,2
615,2
616,2
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,2
637,2
638,2
639,2
640,2
641,2
642,2
643,2
644,2
645,2
646,2
647,2
648,2
649,2
650,2
651,2
652,2
653,2
654,2
655,2
656,2
657,2
658,2
659,2
660,2
661,2
662,2
663,2
664,2
665,2
666,2
667,2
668,2
669,2
670,2
671,2
672,2
673,3
674,3
675,3
676,3
677,3
678,3
679,3
680,3
681,3
682,3
683,3
684,3
685,3
686,3
687,3
688,3
689,3
690,3
691,3
692,3
693,3
694,3
695,3
696,3
697,3
698,3
699,3
700,3
701,3
702,3
703,3
704,3
705,3
706,3
707,3
708,3
709,3
710,3
711,3
712,3
713,3
714,3
715,3
716,3
717,3
718,3
719,3
720,3
721,3
722,3
723,3
724,3
725,3
726,3
727,3
728,3
729,3
730,3
731,3
732,3
733,3
734,3
735,3
736,4
737,4
738,4
739,4
740,4
741,4
742,4
743,4
744,4
745,4
746,4
747,4
748,4
749,4
750,4
751,4
752,4
753,4
754,4
755,4
756,4
757,4
758,4
759,4
760,4
761,4
762,4
763,4
764,4
765,4
766,4
767,4
768,4
769,4
770,4
771,4
772,4
773,4
774,4
775,4
776,4
777,4
778,4
779,4
780,4
781,4
782,4
783,4
784,4
785,4
786,4
787,4
788,4
789,4
790,4
791,4
792,4
793,4
794,4
795,4
796,4
797,4
798,4
799,4
800,4
801,4
802,4
803,4
804,4
805,4
806,4
807,4
808,4
809,4
810,4
811,5
812,5
813,5
814,5
815,5
816,5
817,5
818,5
819,5
820,5
821,5
822,5
823,5
824,5
825,5
826,5
827,5
828,5
829,5
830,5
831,5
832,5
833,5
834,5
835,5
836,5
837,5
838,5
839,5
840,5
841,5
842,5
843,5
844,5
845,5
846,5
847,5
848,5
849,5
850,5
851,5
852,5
853,5
854,5
855,5
856,5
857,5
858,5
859,5
860,5
861,5
862,5
863,5
864,5
865,5
866,5
867,5
868,6
869,6
870,6
871,6
872,6
873,6
874,6
875,6
876,6
877,6
878,6
879,6
880,6
881,6
882,6
883,6
884,6
885,6
886,6
887,6
888,6
889,6
890,6
891,6
892,6
893,6
894,6
895,6
896,6
897,6
898,6
899,6
900,6
901,6
902,6
903,6
904,6
905,6
906,6
907,6
908,6
909,6
910,6
911,6
912,6
913,6
914,6
915,6
916,6
917,6
918,6
919,7
920,7
921,7
922,7
923,7
924,7
925,7
926,7
927,7
928,7
929,7
930,7
931,7
932,7
933,7
934,7
935,7
936,7
937,7
938,7
939,7
940,7
941,7
942,7
943,7
944,7
945,7
946,7
947,7
948,7
949,7
950,7
951,7
952,7
953,7
954,7
955,7
956,7
957,7
958,7
959,7
960,7
961,7
962,7
963,7
964,7
965,7
966,7
967,7
968,7
969,7
970,7
971,7
972,7
973,7
974,7
975,7
976,7
977,7
978,7
979,7
980,7
981,7
982,7
983,7
984,7
985,7
986,7
987,7
988,7
989,7
990,7
991,7
992,7
993,7
994,7
995,7
996,7
997,7
998,7
999,7
1000,7
1001,7
1002,7
1003,7
1004,7
1005,7
1006,7
1007,7
1008,7
1009,7
1010,8
1011,8
1012,8
1013,8
1014,8
1015,8
1016,8
1017,8
1018,8
1019,8
1020,8
1021,8
1022,8
1023,8
1024,8
1025,8
1026,8
1027,8
1028,8
1029,8
1030,8
1031,8
1032,8
1033,8
1034,8
1035,8
1036,8
1037,8
1038,8
1039,8
1040,8
1041,8
1042,8
1043,8
1044,8
1045,8
1046,8
1047,8
1048,8
1049,8
1050,8
1051,8
1052,8
1053,8
1054,8
1055,8
1056,8
1057,8
1058,8
1059,8
1060,8
1061,8
1062,8
1063,8
1064,8
1065,8
1066,8
1067,8
1068,8
1069,8
1070,8
1071,8
1072,8
1073,8
1074,8
1075,8
1076,8
1077,8
1078,8
1079,8
1080,8
1081,8
1082,8
1083,8
1084,8
1085,8
1086,8
1087,8
1088,8
1089,8
1090,8
1091,8
1092,8
