,Class
0,6
1,9
2,9
3,3
4,9
5,5
6,9
7,3
8,9
9,3
10,3
11,4
12,3
13,10
14,6
15,5
16,3
17,10
18,9
19,2
20,10
21,1
22,9
23,6
24,9
25,9
26,9
27,9
28,5
29,10
30,9
31,10
32,4
33,8
34,2
35,9
36,7
37,4
38,6
39,9
40,10
41,6
42,9
43,9
44,9
45,3
46,9
47,0
48,10
49,9
50,10
51,3
52,10
53,9
54,0
55,5
56,9
57,6
58,5
59,6
60,5
61,9
62,5
63,9
64,10
65,10
66,6
67,9
68,6
69,1
70,0
71,6
72,8
73,9
74,9
75,5
76,2
77,10
78,6
79,3
80,5
81,3
82,3
83,5
84,0
85,9
86,9
87,6
88,3
89,6
90,6
91,9
92,9
93,10
94,3
95,5
96,10
97,6
98,7
99,9
100,5
101,0
102,9
103,0
104,3
105,2
106,5
107,6
108,5
109,10
110,9
111,9
112,9
113,5
114,9
115,7
116,10
117,8
118,10
119,10
120,1
121,9
122,9
123,8
124,9
125,5
126,5
127,5
128,6
129,9
130,5
131,4
132,6
133,10
134,10
135,9
136,10
137,3
138,0
139,1
140,6
141,5
142,8
143,10
144,5
145,4
146,5
147,9
148,9
149,10
150,5
151,5
152,4
153,9
154,5
155,9
156,10
157,3
158,8
159,10
160,10
161,6
162,10
163,1
164,10
165,9
166,8
167,9
168,5
169,1
170,9
171,1
172,6
173,3
174,9
175,6
176,9
177,9
178,4
179,0
180,5
181,3
182,8
183,3
184,8
185,8
186,10
187,5
188,6
189,3
190,9
191,5
192,9
193,9
194,9
195,1
196,5
197,6
198,6
199,9
200,0
201,10
202,9
203,8
204,6
205,3
206,6
207,6
208,4
209,0
210,6
211,10
212,8
213,3
214,10
215,2
216,1
217,6
218,9
219,9
220,3
221,9
222,9
223,9
224,10
225,3
226,3
227,9
228,10
229,8
230,6
231,10
232,9
233,5
234,9
235,0
236,0
237,7
238,10
239,3
240,5
241,10
242,5
243,7
244,10
245,5
246,6
247,9
248,8
249,9
250,6
251,5
252,6
253,10
254,6
255,6
256,5
257,6
258,9
259,10
260,3
261,0
262,5
263,4
264,9
265,10
266,9
267,5
268,6
269,5
270,10
271,10
272,0
273,1
274,10
275,9
276,5
277,9
278,8
279,6
280,9
281,3
282,0
283,9
284,10
285,9
286,0
287,0
288,7
289,6
290,9
291,6
292,5
293,5
294,5
295,3
296,5
297,3
298,6
299,9
300,6
301,9
302,3
303,9
304,1
305,0
306,9
307,10
308,2
309,9
310,4
311,0
312,4
313,4
314,5
315,6
316,10
317,6
318,3
319,0
320,1
321,10
322,5
323,10
324,9
325,9
326,9
327,10
328,4
329,9
330,0
331,7
332,7
333,7
334,9
335,4
336,10
337,8
338,5
339,6
340,5
341,10
342,10
343,9
344,2
345,9
346,10
347,9
348,6
349,5
350,10
351,9
352,0
353,5
354,0
355,2
356,4
357,9
358,9
359,1
360,10
361,6
362,10
363,5
364,10
365,10
366,2
367,4
368,6
369,9
370,10
371,5
372,5
373,5
374,4
375,6
376,3
377,5
378,10
379,3
380,4
381,5
382,9
383,10
384,5
385,9
386,6
387,10
388,10
389,9
390,0
391,1
392,6
393,10
394,3
395,9
396,5
397,3
398,10
399,3
400,8
401,5
402,5
403,10
404,5
405,4
406,0
407,6
408,9
409,2
410,3
411,3
412,9
413,8
414,2
415,9
416,5
417,2
418,10
419,6
